Name,Geo,World University Rankings 2026,Arts and Humanities 2025,Business and Economics 2025,Medical and Health 2025,Computer Science 2025,Education Studies 2025,Engineering 2025,Law 2025,Life Sciences 2025,Physical Sciences 2025,Social Sciences 2025
Fergana State University,"Fergana, Uzbekistan",,,,,,,,,,,
Final International University,"Catalkoy, Türkiye",,,,,,,,,,,
Finis Terrae University,"Santiago, Chile",,,,,,,,,,,
Fo Guang University,Taiwan,,,,,,,,,,,
Forman Christian College,"Lahore, Pakistan",,,,,,,,,,,
Fountain University,"Osogbo, Nigeria",,,,,,,,,,,
Frontier University Garowe,"Garowe, Somalia",,,,,,,,,,,
FSG University Center,"Caxias do Sul, Brazil",,,,,,,,,,,
Galala University,"Attaka, Egypt",,,,,,,,,,,
Gangadhar Meher University,"Sambalpur, India",,,,,,,,,,,
Gaziantep Islamic Science and Technology University,"Sahinbey, Türkiye",,,,,,,,,,,
GD Goenka University,"Sohna, India",,,,,,,,,,,
General Sir John Kotelawala Defence University,"Rathmalana, Sri Lanka",,,,,,,,,,,
Ghazi University,"Dera Ghazi Khan, Pakistan",,,,,,,,,,,
Glasgow School of Art,"Glasgow, United Kingdom",,,,,,,,,,,
Global College of Engineering and Technology,"Muscat, Oman",,,,,,,,,,,
Global Leadership University,"Ulaanbaatar, Mongolia",,,,,,,,,,,
Godfrey Okoye University,"Emene, Nigeria",,,,,,,,,,,
Gonbad Kavous University,"Gonbad-Kavous, Iran",,,,,,,,,,,
Gordon College,"Olongapo City, Philippines",,,,,,,,,,,
Government College Women University Faisalabad,"Faisalabad, Pakistan",,,,,,,,,,,
"Government College Women University, Sialkot","Sialkot, Pakistan",,,,,,,,,,,
Graduate University of Advanced Technology,"Kerman, Iran",,,,,,,,,,,
Guildhall School of Music and Drama,"Barbican, United Kingdom",,,,,,,,,,,
Guimaras State University,"Buenavista, Philippines",,,,,,,,,,,
Gulf College,"Muscat, Oman",,,,,,,,,,,
Gulf Medical University,"Ajman, United Arab Emirates",,,,,,,,,,,
Gulf University,"Block 743, Bahrain",,,,,,,,,,,
Gulf University for Science and Technology,"West Mishref, Kuwait",,,,,,,,,,,
Gulistan State University,"Guliston, Uzbekistan",,,,,,,,,,,
Hadhramout University,"Hadhramaut, Yemen",,,,,,,,,,,
Hagoromo University of International Studies,"Osaka, Japan",,,,,,,,,,,
Hakuoh University,"Oyama City, Japan",,,,,,,,,,,
Häme University of Applied Sciences,"Hameenlinna, Finland",,,,,,,,,,,
Hanseo University,"Seosan-Si, South Korea",,,,,,,,,,,
Harper Adams University,"Newport, United Kingdom",,,,,,,,,,,
Hartpury University,"Gloucester, United Kingdom",,,,,,,,,,,
Hawler Medical University,"Erbil, Iraq",,,,,,,,,,,
Hebron University,"Hebron, Palestinian Territories",,,,,,,,,,,
"Higher National School of Renewable Energies, Environment & Sustainable Development","Fesdis, Algeria",,,,,,,,,,,
Higher School of Agronomy – Mostaganem (ESAM),"Kherrouba, Algeria",,,,,,,,,,,
Higher School of Commerce of Algiers,"Tipaza, Algeria",,,,,,,,,,,
Higher School of Management and Digital Economy (HSMDE),"Kolea, Algeria",,,,,,,,,,,
Hilla University College,"Babylon Governorate, Iraq",,,,,,,,,,,
Hiroshima International University,"Higashihiroshima City, Japan",,,,,,,,,,,
HITEC University,"Rawalpindi, Pakistan",,,,,,,,,,,
Horus University,"New Damietta, Egypt",,,,,,,,,,,
Ho Technical University,"Ho, Ghana",,,,,,,,,,,
Hryhorii Skovoroda University in Pereiaslav,"Pereiaslav, Ukraine",,,,,,,,,,,
Hyogo University of Teacher Education,"28, Japan",,,,,,,,,,,
Iași University of Life Sciences,Romania,,,,,,,,,,,
"ICFAI University, Dehradun","Selaqui, India",,,,,,,,,,,
Igbinedion University Okada,"Okada, Nigeria",,,,,,,,,,,
IIMT University,"Meerut, India",,,,,,,,,,,
Ilma University,"Karachi, Pakistan",,,,,,,,,,,
Imam Alkadhim University College,"Baghdad, Iraq",,,,,,,,,,,
Imam Ja’afar Al-Sadiq University,"Baghdad, Iraq",,,,,,,,,,,
Imam Reza International University,"Mashhad, Iran",,,,,,,,,,,
IMT Mines Alès,"Ales, France",,,,,,,,,,,
"Independent University, Bangladesh","Dhaka, Bangladesh",,,,,,,,,,,
Indian Institute of Science Education and Research Tirupati,"Tirupati District, India",,,,,,,,,,,
Information Technology University of the Punjab,"Lahore, Pakistan",,,,,,,,,,,
Institute of Agriculture and Agrotechnologies of Karakalpakstan,"Nukus, Uzbekistan",,,,,,,,,,,
Institute of Cancer Research,"Fulham, United Kingdom",,,,,,,,,,,
Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,"Ashgabat, Turkmenistan",,,,,,,,,,,
Institute of Telecommunications and Informatics of Turkmenistan,"Ashgabat, Turkmenistan",,,,,,,,,,,
Instituto Superior de Ciências da Educação da Huíla,"Lubango, Angola",,,,,,,,,,,
Instituto Superior de Ciências da Educação de Benguela,"Benguela, Angola",,,,,,,,,,,
Instituto Superior de Ciências da Educação de Luanda,"Luanda, Angola",,,,,,,,,,,
Instituto Superior de Ciências da Educação do Huambo,"Huambo, Angola",,,,,,,,,,,
Instituto Superior de Ciências de Educação de Cabinda,"Cabinda, Angola",,,,,,,,,,,
Instituto Superior de Ciencias de Educacao do Sumbe,"Sumbe, Angola",,,,,,,,,,,
Instituto Superior Politecnico de Ndalatando,"Ndalatando, Angola",,,,,,,,,,,
Instituto Superior Politécnico de Soyo,"Soyo, Angola",,,,,,,,,,,
Instituto Superior Politecnico do Bengo,"Caxito, Angola",,,,,,,,,,,
Instituto Superior Politécnico do Bié,"Kuito, Angola",,,,,,,,,,,
Instituto Superior Politécnico do Cuanza Sul,"Sumbe, Angola",,,,,,,,,,,
Instituto Superior Politecnico do Moxico,"Luena, Angola",,,,,,,,,,,
Instituto Superior Universitario Nimi Ya Lukeni,"Soyo, Angola",,,,,,,,,,,
Instituto Tecnológico de Buenos Aires (ITBA),"Buenos Aires, Argentina",,,,,,,,,,,
Institut Teknologi Nasional Bandung (ITENAS Bandung),"Bandung, Indonesia",,,,,,,,,,,
Institut Teknologi PLN,"West Jakarta, Indonesia",,,,,,,,,,,
International IT University,"Almaty, Kazakhstan",,,,,,,,,,,
International University for the Humanities and Development,"Ashgabat, Turkmenistan",,,,,,,,,,,
International University of Erbil,"Erbil, Iraq",,,,,,,,,,,
International University of Grand-Bassam (IUGB),"Grand Bassam, Côte d’Ivoire",,,,,,,,,,,
Interregional Academy of Personnel Management (IAPM),"Kyiv, Ukraine",,,,,,,,,,,
Ion Mincu University of Architecture and Urbanism,"Bucuresti, Romania",,,,,,,,,,,
Iqra National University,"Hayatabad, Pakistan",,,,,,,,,,,
Israel Technological University,"Quito, Ecuador",,,,,,,,,,,
Istanbul Gedik University,"Istanbul, Türkiye",,,,,,,,,,,
Istanbul Kültür University,"Istanbul, Türkiye",,,,,,,,,,,
İstanbul Nişantaşi University,"Sarıyer, Türkiye",,,,,,,,,,,
Istanbul Topkapi University,"Kazlıcesme, Türkiye",,,,,,,,,,,
Istanbul Yeni Yuzyil University,"Zeytinburnu, Türkiye",,,,,,,,,,,
IUBAT – International University of Business Agriculture and Technology,"Dhaka, Bangladesh",,,,,,,,,,,
Jabir ibn Hayyan University for Medical and Pharmaceutical Sciences,"Kufa, Iraq",,,,,,,,,,,
Jadara University,"Irbid, Jordan",,,,,,,,,,,
Japan Advanced Institute of Science and Technology (JAIST),"17, Japan",,,,,,,,,,,
Jaramogi Oginga Odinga University of Science and Technology,"Bondo, Kenya",,,,,,,,,,,
"Jaypee University of Engineering and Technology, Guna","Guna, India",,,,,,,,,,,
Jesselton University College,"Kota Kinab, Malaysia",,,,,,,,,,,
Jinnah Sindh Medical University,"Karachi, Pakistan",,,,,,,,,,,
Jizzakh Polytechnic Institute,"Jizzakh, Uzbekistan",,,,,,,,,,,
Jizzakh State Pedagogical University,"Jizzakh, Uzbekistan",,,,,,,,,,,
João Pessoa University Center (UNIPÊ),"Joao Pessoa, Brazil",,,,,,,,,,,
John von Neumann University,"Kecskemet, Hungary",,,,,,,,,,,
JSSATE Bengaluru,"Bengaluru, India",,,,,,,,,,,
Kabarak University,"Nakuru, Kenya",,,,,,,,,,,
Kabul University,"Kabul, Afghanistan",,,,,,,,,,,
Kaduna State University,"Kaduna, Nigeria",,,,,,,,,,,
Kamianets-Podіlskyi Ivan Ohiienko National University,"Kamianets Podilskyi, Ukraine",,,,,,,,,,,
Karakalpak State University,"Nukus, Uzbekistan",,,,,,,,,,,
Karakoram International University,"Gilgit, Pakistan",,,,,,,,,,,
Karatina University,"Karatina, Kenya",,,,,,,,,,,
Karshi State University,"Qarshi, Uzbekistan",,,,,,,,,,,
Kayseri University,"Kayseri, Türkiye",,,,,,,,,,,
Kazakh-British Technical University,"Almaty, Kazakhstan",,,,,,,,,,,
Kazakh National Women’s Teacher Training University,"Almaty, Kazakhstan",,,,,,,,,,,
Kermanshah University of Technology,"Kermanshah, Iran",,,,,,,,,,,
Kharkiv Humanitarian-Pedagogical Academy,"Kharkiv, Ukraine",,,,,,,,,,,
Kharkiv International Medical University,"Oblast, Ukraine",,,,,,,,,,,
Kharkiv National University of Internal Affairs,"Kharkiv, Ukraine",,,,,,,,,,,
Kharkiv University of Humanities “People’s Ukrainian Academy”,"Kharkiv, Ukraine",,,,,,,,,,,
Khemis Miliana University,"Khamis Miliana, Algeria",,,,,,,,,,,
Kherson State Agrarian and Economic University,"Kherson, Ukraine",,,,,,,,,,,
Kherson State Maritime Academy,"Kherson, Ukraine",,,,,,,,,,,
Kherson State University,"Ivano Frankivsk, Ukraine",,,,,,,,,,,
Khmelnytskyi National University,Ukraine,,,,,,,,,,,
Khyber Medical University,"Peshawar, Pakistan",,,,,,,,,,,
Kibabii University,"Bungoma, Kenya",,,,,,,,,,,
Kimyo International University in Tashkent,"Tashkent, Uzbekistan",,,,,,,,,,,
King Abdullah University of Science and Technology (KAUST),"Thuwal, Saudi Arabia",,,,,,,,,,,
King Danylo University,"Ivano-Frankivsk, Ukraine",,,,,,,,,,,
Kingdom University,"Riffa, Bahrain",,,,,,,,,,,
King Edward Medical University,"Anarkali, Pakistan",,,,,,,,,,,
Kinnaird College for Women,"Lahore, Pakistan",,,,,,,,,,,
