Name,Geo,World University Rankings 2026,Arts and Humanities 2025,Business and Economics 2025,Medical and Health 2025,Computer Science 2025,Education Studies 2025,Engineering 2025,Law 2025,Life Sciences 2025,Physical Sciences 2025,Social Sciences 2025
Sivas Cumhuriyet University,"Sivas, Türkiye",1501,1001,10011250,8011000,8011000,,,,,,
Slovak University of Technology in Bratislava,"Bratislava, Slovakia",1501,8011000,10011250,8011000,1001,,,,,,
Sofia University,"Sofia, Bulgaria",1501,601,8011000,1001,10011250,1001,1001,1001,,,
"Soochow University, Taiwan","Shilin District, Taiwan",1501,801,,,,,,,,,
Sophia University,"Tokyo, Japan",1501,10011250,1001,8011000,,,,,,,
Southwest Petroleum University,"Chengdu City, China",1501,1001,8011000,8011000,,,,,,,
Sri Lanka Institute of Information Technology,"Malabe, Sri Lanka",1501,1001,,,,,,,,,
Srinakharinwirot University,Thailand,1501,1001,10011250,1001,,,,,,,
Sri Ramachandra Institute of Higher Education and Research,"Chennai, India",1501,1001,,,,,,,,,
Sri Venkateswara University,"Andhra, India",1501,10011250,1001,,,,,,,,
State Islamic University of Sunan Gunung Djati Bandung,"Bandung, Indonesia",1501,,,,,,,,,,
"State University ""Kyiv Aviation Institute""","Kyiv, Ukraine",1501,801,8011000,10011250,1001,,,,,,
State University of Bahia,"Salvador, Brazil",1501,1001,,,,,,,,,
State University of Malang,"Malang, Indonesia",1501,801,1001,401500,1251,1001,8011000,,,,
State University of Ponta Grossa,"Ponta Grossa, Brazil",1501,1001,1001,1001,,,,,,,
State University of Santa Cruz,"Ilheus, Brazil",1501,1001,1001,,,,,,,,
State University of Southwestern Bahia (UESB),Brazil,1501,,,,,,,,,,
Ştefan cel Mare University of Suceava,"Suceava, Romania",1501,10011250,,,,,,,,,
Széchenyi István University,"Gyor, Hungary",1501,601800,1251,,,,,,,,
Tamil Nadu Agricultural University,"Coimbatore, India",1501,1001,,,,,,,,,
Tamkang University,Taiwan,1501,801,1001,601,8011000,8011000,8011000,,,,
Taras Shevchenko National University of Kyiv,"Kyiv, Ukraine",1501,601,801,8011000,1001,10011250,301,1001,1001,1001,
Tashkent University of Information Technologies,"Tashkent, Uzbekistan",1501,1001,601,,,,,,,,
Technical University of Cartagena,"Cartagena, Spain",1501,601800,8011000,1251,501600,,,,,,
Technical University of Cluj-Napoca,"Cluj-Napoca, Romania",1501,8011000,10011250,1001,,,,,,,
Technical University of Crete,"Chania, Greece",1501,10011250,,,,,,,,,
Technical University of Košice,"Kosice, Slovakia",1501,601800,8011000,1001,,,,,,,
Technical University of Liberec,"Liberec, Czechia",1501,801,10011250,1001,,,,,,,
Technical University of Sofia,"Sofia, Bulgaria",1501,1001,601,1251,1001,,,,,,
Technological University of Pereira,"RIS, Colombia",1501,,,,,,,,,,
Tecnológico de Costa Rica,"Cartago, Costa Rica",1501,,,,,,,,,,
Teikyo University,"Tokyo, Japan",1501,8011000,,,,,,,,,
Tekirdag Namik Kemal University,Türkiye,1501,,,,,,,,,,
Telkom University,"Bandung, Indonesia",1501,801,8011000,10011250,8011000,,,,,,
Temuco Catholic University,"Temuco, Chile",1501,601,601,1001,8011000,,,,,,
The University of Danang,"Danang City, Vietnam",1501,,,,,,,,,,
Thiagarajar College of Engineering,"Thiruparankundram, India",1501,1251,,,,,,,,,
Tikrit University,"Tikrit, Iraq",1501,1251,1001,1001,,,,,,,
Toho University,"Tokyo, Japan",1501,8011000,1001,,,,,,,,
Tokat Gaziosmanpaşa University,"Tokat, Türkiye",1501,1001,601,1001,601800,,,,,,
Tokyo City University,"Setagaya-ku, Japan",1501,1251,,,,,,,,,
Tokyo Denki University,"Tokyo, Japan",1501,801,1251,,,,,,,,
Tokyo Metropolitan University,"Hachioji-shi, Japan",1501,1001,8011000,10011250,501600,1001,8011000,,,,
Tokyo University of Agriculture,"Tokyo, Japan",1501,1001,,,,,,,,,
Tokyo University of Marine Science and Technology,"Tokyo, Japan",1501,1251,8011000,1001,,,,,,,
Tokyo University of Technology,"Hachioji-shi, Japan",1501,,,,,,,,,,
Tottori University,"Tottori, Japan",1501,8011000,1251,8011000,,,,,,,
Toyama Prefectural University,"Toyama, Japan",1501,,,,,,,,,,
Toyo University,"Tokyo, Japan",1501,1251,,,,,,,,,
Trakia University,"Stara Zagora, Bulgaria",1501,,,,,,,,,,
Trakya University,"Edirne, Türkiye",1501,1001,,,,,,,,,
Transilvania University of Brașov,"Brașov, Romania",1501,1001,1001,10011250,501600,8011000,,,,,
Tribhuvan University,"Kirtipur, Nepal",1501,601800,10011250,8011000,1001,601800,,,,,
Tunghai University,"Xitun, Taiwan",1501,601800,8011000,601800,,,,,,,
Ubon Ratchathani University,"Warin Chamrap, Thailand",1501,,,,,,,,,,
Ukrainian State University of Science and Technologies,"Dnipro, Ukraine",1501,,,,,,,,,,
UNIR – International University of La Rioja,"Logroño, Spain",1501,601,801,601800,501600,301,501600,8011000,,,
Unisinos University,"São Leopoldo, Brazil",1501,601800,501600,10011250,601,8011000,,,,,
Universidad Andrés Bello (UNAB),"Santiago de Chile, Chile",1501,601,1001,8011000,501600,10011250,8011000,1001,601,8011000,
Universidad Autónoma de Chile,"Providencia, Chile",1501,8011000,501600,1251,301,601,8011000,,,,
Universidad Autónoma de Coahuila,"Saltillo, Mexico",1501,1251,1001,,,,,,,,
Universidad Autónoma del Estado de Hidalgo,"Pachuca, Mexico",1501,1251,1001,1001,,,,,,,
Universidad Autónoma del Estado de Mexico (UAEMex),"Toluca, Mexico",1501,1001,1251,1001,1001,1001,,,,,
Universidad Autónoma de Nuevo León (UANL),"San Nicolas de los Garza, Mexico",1501,1001,1251,1001,1001,601,1001,,,,
Universidad Autónoma de Querétaro,"Santiago de Queretaro, Mexico",1501,1251,1001,1001,,,,,,,
Universidad Autónoma de Yucatán,"Merida, Mexico",1501,1001,1001,,,,,,,,
Universidad Católica de la Santísima Concepción,"Concepcion, Chile",1501,8011000,601,1001,,,,,,,
Universidad Católica del Maule,"Talca, Chile",1501,8011000,601,8011000,1001,501600,1001,,,,
Universidad Científica del Sur,"Villa II, Peru",1501,1001,1001,,,,,,,,
Universidad de Cartagena,"Cartagena, Colombia",1501,601800,,,,,,,,,
Universidad de las Fuerzas Armadas – ESPE,"Clara, Ecuador",1501,1001,1251,1001,,,,,,,
Universidad del Valle,"Cali, Colombia",1501,1001,1251,1001,1001,1001,,,,,
Universidad Distrital Francisco José de Caldas,"Bogota, Colombia",1501,601,1251,,,,,,,,
Universidade do Estado de Santa Catarina,"Florianópolis, Brazil",1501,1001,601,1251,1001,,,,,,
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,1501,601,801,8011000,1001,601,1251,301,8011000,1001,601
Universidade Estadual de Feira de Santana (UEFS),"Feira de Santana, Brazil",1501,1001,1001,1001,,,,,,,
Universidade Estadual de Maringá,"Maringá, Brazil",1501,801,1001,601,1251,8011000,1001,1001,,,
Universidade Estadual do Maranhão,"Sao Luis, Brazil",1501,1001,,,,,,,,,
Universidade Estadual do Norte Fluminense Darcy Ribeiro,"Campos dos Goytacazes, Brazil",1501,1001,1001,,,,,,,,
Universidade Estadual do Oeste do Paraná (Unioeste),"Cascavel, Brazil",1501,1001,1001,1001,,,,,,,
Universidade Federal da Bahia,"Salvador, Brazil",1501,601,801,8011000,1001,601,1251,301,8011000,1001,601
Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),"Porto Alegre, Brazil",1501,8011000,1001,,,,,,,,
Universidade Federal de Juiz de Fora,"Juiz de Fora, Brazil",1501,601,8011000,1001,601,1251,1001,1001,601,1001,
Universidade Federal de Ouro Preto (UFOP),"Ouro Preto, Brazil",1501,8011000,1001,8011000,1001,801,,,,,
Universidade Federal de Sergipe,"São Cristóvão, Brazil",1501,8011000,601,1251,1001,1001,1001,,,,
Universidade Federal do ABC (UFABC),"Santo André, Brazil",1501,1001,10011250,601800,8011000,1001,,,,,
Universidade Federal do Maranhão (UFMA),"Sao Luis, Brazil",1501,1001,1251,1001,1001,1001,,,,,
Universidade Federal Rural do Semi-Arido,"Mossoro RN, Brazil",1501,1001,,,,,,,,,
Universidade Lusófona,"Lisboa, Portugal",1501,801,8011000,1001,501600,10011250,1001,601,601800,,
Universidade Nove de Julho (Uninove),"Sao Paulo, Brazil",1501,801,1001,,,,,,,,
Universidad Francisco de Vitoria,"Pozuelo de Alarcon, Spain",1501,601800,601,1001,,,,,,,
Universidad Industrial de Santander (UIS),"Bucaramanga, Colombia",1501,1001,1251,1001,,,,,,,
Universidad Loyola,"SE, Spain",1501,501600,8011000,,,,,,,,
Universidad Mayor,"Santiago, Chile",1501,1001,601800,1001,,,,,,,
Universidad Michoacana de San Nicolás de Hidalgo,"Morelia, Mexico",1501,1251,1001,1001,,,,,,,
Universidad Nacional Agraria La Molina,"La Molina, Peru",1501,1001,,,,,,,,,
Universidad Nacional de Asunción,"San Lorenzo, Paraguay",1501,8011000,,,,,,,,,
Universidad Nacional del Litoral,"Santa Fe, Argentina",1501,1251,1001,,,,,,,,
Universidad Nacional Mayor de San Marcos,"LIM, Peru",1501,801,501600,8011000,1001,801,,,,,
Universidad Panamericana (UP),"Ciudad de Mexico, Mexico",1501,801,1251,1001,,,,,,,
Universidad Pedagogica y Tecnologica de Colombia - UPTC,"Tunja, Colombia",1501,1001,,,,,,,,,
Universidad Peruana de Ciencias Aplicadas (UPC),"LIM, Peru",1501,1001,1001,1251,1001,,,,,,
Universidad Politécnica Salesiana,"Cuenca, Ecuador",1501,1001,601,1251,,,,,,,
Universidad Pontificia Bolivariana (UPB),"Medellín, Colombia",1501,1001,1251,1001,,,,,,,
Universidad San Ignacio de Loyola,"LIM, Peru",1501,1001,601,1001,,,,,,,
Universidad Santo Tomás,"Santiago, Chile",1501,1001,601,1001,,,,,,,
Universidad Técnica de Manabí,"Portoviejo, Ecuador",1501,,,,,,,,,,
Universidad Técnica Particular de Loja,"Loja, Ecuador",1501,1001,601,,,,,,,,
Universitas Ahmad Dahlan,"Kota Yogyakarta, Indonesia",1501,601,,,,,,,,,
Universitas Andalas,"Padang, Indonesia",1501,1001,1251,1001,1001,,,,,,
Universitas Muhammadiyah Malang,"Malang, Indonesia",1501,,,,,,,,,,
Universitas Muhammadiyah Yogyakarta,"Bantul, Indonesia",1501,801,1251,8011000,,,,,,,
Universitas Negeri Jakarta,"East Jakarta City, Indonesia",1501,,,,,,,,,,
Universitas Negeri Padang,"Kota Padang, Indonesia",1501,601,1001,,,,,,,,
Universitas Negeri Semarang,"Semarang, Indonesia",1501,801,601,,,,,,,,
Universitas Negeri Surabaya,"Surabaya, Indonesia",1501,501600,1001,,,,,,,,
Universitas Negeri Yogyakarta,"Yogyakarta, Indonesia",1501,301400,1001,1001,,,,,,,
Universitas Pendidikan Indonesia,"Bandung, Indonesia",1501,501600,10011250,1001,8011000,,,,,,
Universitas Sriwijaya,"Inderalaya, Indonesia",1501,1251,1001,1001,,,,,,,
Universitas Sumatera Utara,"SU, Indonesia",1501,801,1001,1001,1251,1001,1001,8011000,,,
Universitas Syiah Kuala,"Banda Aceh, Indonesia",1501,8011000,601,1251,1001,8011000,1001,,,,
Université 8 Mai 1945 Guelma,"Guelma, Algeria",1501,10011250,1001,,,,,,,,
Université Cheikh Anta Diop de Dakar (UCAD),Senegal,1501,,,,,,,,,,
Université Chouaïb Doukkali,"El Jadida, Morocco",1501,8011000,8011000,1001,,,,,,,
Université de Gabès,"Gabes, Tunisia",1501,8011000,10011250,8011000,1001,,,,,,
Université de Skikda,"Skikda, Algeria",1501,10011250,8011000,,,,,,,,
Université Frères Mentouri Constantine 1,"Constantine, Algeria",1501,1251,1001,1001,,,,,,,
Université Hassan II de Casablanca,"Casablanca, Morocco",1501,801,1001,601800,601,8011000,8011000,1001,8011000,,
Université Kasdi Merbah Ouargla,"Ouargla, Algeria",1501,1251,,,,,,,,,
Université Mouloud Mammeri de Tizi-Ouzou,"Tizi Ouzou, Algeria",1501,1251,1001,,,,,,,,
Université Polytechnique Hauts-de-France,"Valenciennes, France",1501,601800,601800,8011000,,,,,,,
Université Saint-Joseph de Beyrouth,"Mar Mikhael, Lebanon",1501,8011000,8011000,,,,,,,,
Université Sorbonne Nouvelle,"Paris, France",1501,126150,601800,,,,,,,,
Université Sultan Moulay Slimane,"Beni Mellal, Morocco",1501,8011000,10011250,1001,1001,,,,,,
Universiti Kuala Lumpur,"Kuala Lumpur, Malaysia",1501,601800,1001,1251,,,,,,,
Universiti Malaysia Kelantan,"Kota Bharu, Malaysia",1501,801,10011250,1001,1001,,,,,,
Universiti Malaysia Perlis,"09, Malaysia",1501,10011250,8011000,,,,,,,,
Universiti Malaysia Sabah (UMS),"Kota Kinabalu, Malaysia",1501,801,8011000,8011000,1001,8011000,1001,801,,,
Universiti Teknikal Malaysia Melaka,"Malacca, Malaysia",1501,801,8011000,1251,,,,,,,
Universiti Teknologi MARA,"Darul Ehsan, Malaysia",1501,601,601800,1001,1001,501600,10011250,301,8011000,1001,8011000
Universiti Tun Hussein Onn Malaysia (UTHM),"Batu Pahat, Malaysia",1501,601800,601800,601,10011250,8011000,8011000,,,,
University Abdelhamid Ibn Badis Mostaganem,"Kharouba, Algeria",1501,1001,,,,,,,,,
University Cadi Ayyad of Marrakech,"Marrakech, Morocco",1501,1001,8011000,10011250,601800,8011000,8011000,,,,
University for Development Studies,"Tamale, Ghana",1501,601800,1001,8011000,8011000,,,,,,
University Mohamed Boudiaf of M’Sila,"BP 166, Algeria",1501,1251,1001,,,,,,,,
University of Abou Bekr Belkaïd Tlemcen,"Fg Pasteur, Algeria",1501,1001,1251,1001,,,,,,,
University of Al-Qadisiyah,"Al Qadisiyah, Iraq",1501,8011000,8011000,,,,,,,,
University of Antofagasta,"Antofagasta, Chile",1501,501600,,,,,,,,,
University of Babylon,"Hillah, Iraq",1501,1001,1001,10011250,1001,8011000,,,,,
University of Baghdad,"Baghdad, Iraq",1501,601,1001,1001,601,10011250,201,1001,1001,1001,
University of Basrah,"Basrah, Iraq",1501,1001,1001,1251,1001,1001,,,,,
University of Batna 2,"Batna, Algeria",1501,1251,1001,,,,,,,,
University of Béjaïa,"Bejaia, Algeria",1501,10011250,1001,1001,,,,,,,
University of Benin,"Benin, Nigeria",1501,601800,1001,1001,,,,,,,
University of Bío-Bío,"Concepción, Chile",1501,601,1251,1001,,,,,,,
University of Birjand,"Birjand, Iran",1501,10011250,1001,,,,,,,,
University of Biskra,"Biskra, Algeria",1501,1001,10011250,1001,,,,,,,
University of Brawijaya,"JI, Indonesia",1501,801,1001,1001,1251,301,1001,1001,8011000,,
University of Calabar,"Leopad Town, Nigeria",1501,,,,,,,,,,
University of Carthage,"Amilcar, Tunisia",1501,801,8011000,10011250,8011000,1001,8011000,,,,
University of Cauca,"Popayan, Colombia",1501,,,,,,,,,,
University of Caxias do Sul,"Caxias do Sul, Brazil",1501,,,,,,,,,,
University of Chester,"Chester, United Kingdom",1501,8011000,501600,8011000,,,,,,,
University of Costa Rica,"San Jose, Costa Rica",1501,601,8011000,601,1251,8011000,1001,1001,,,
University of Craiova,"Craiova, Romania",1501,1001,1251,1001,,,,,,,
University of Cuenca,"Cuenca, Ecuador",1501,1001,,,,,,,,,
University of Dar es Salaam,"Dar es Salaam, Tanzania",1501,601,8011000,1001,8011000,,,,,,
University of Diyala,"Baquba, Iraq",1501,8011000,10011250,8011000,,,,,,,
University of Economics in Prague,"Prague, Czechia",1501,801,,,,,,,,,
University of Fortaleza (UNIFOR),"Fortaleza - CE, Brazil",1501,1001,251300,301,,,,,,,
University of Fukui,"Fukui-shi, Japan",1501,8011000,1251,,,,,,,,
University of Gdańsk,"Gdańsk, Poland",1501,601,801,8011000,601,301,8011000,1001,501600,8011000,
University of Guadalajara,"Guadalajara, Mexico",1501,601,801,1001,1001,601,1251,1001,1001,601,1001
University of Guanajuato,"Guanajuato, Mexico",1501,1001,1001,1251,1001,1001,1001,,,,
University of Havana,"Havana, Cuba",1501,10011250,8011000,1001,1001,,,,,,
