Name,Geo,World University Rankings 2026,Arts and Humanities 2025,Business and Economics 2025,Medical and Health 2025,Computer Science 2025,Education Studies 2025,Engineering 2025,Law 2025,Life Sciences 2025,Physical Sciences 2025,Social Sciences 2025
"China Medical University, Taiwan","Taichung, Taiwan",301350,401500,401500,,,,,,,,
"City St George's, University of London","London, United Kingdom",301350,,,,,,,,,,
Dublin City University,"Glasnevin, Ireland",301350,201250,201250,401500,301400,151175,301400,401500,501600,176200,126150
École Normale Supérieure de Lyon,"BP 7000 69342, France",301350,201250,201250,301400,201250,126150,501600,,,,
Flinders University,"Bedford Park, Australia",301350,301400,201250,401500,251300,301400,201250,301400,301400,151175,251300
Florida State University,"Tallahassee, United States",301350,301400,301400,401500,501600,66,251300,151175,301400,201250,126150
Hasselt University,"Hasselt, Belgium",301350,401500,201250,401500,501600,201250,601800,,,,
Illinois Institute of Technology,"Chicago, United States",301350,301400,301400,251300,601800,401500,,,,,
Johannes Gutenberg University of Mainz,"Mainz, Germany",301350,201250,251300,301400,251300,176200,251300,301400,,,
Koç University,"Sariyer, Türkiye",301350,251300,301400,301400,201250,401500,301400,201250,,,
Kyushu University,"Fukuoka, Japan",301350,301400,301400,251300,301400,251300,126150,151175,301400,301400,301400
Lingnan University Hong Kong,"Tuen Mun, Hong Kong SAR China",301350,,,,,,,,,,
Loughborough University,"Loughborough, United Kingdom",301350,176200,151175,201250,201250,301400,301400,176200,101125,,
North Carolina State University,"Raleigh, United States",301350,301400,251300,301400,151175,126150,101125,176200,176200,201250,251300
Norwegian University of Science and Technology,"Trondheim, Norway",301350,201250,251300,301400,176200,251300,101125,176200,251300,251300,201250
Prince Mohammad Bin Fahd University,"Al Khobar, Saudi Arabia",301350,151175,151175,,,,,,,,
Queen’s University,"Kingston, Canada",301350,301400,301400,126150,301400,201250,401500,101125,301400,401500,151175
Rutgers University–New Brunswick,"New Brunswick, United States",301350,100,401500,301400,176200,301400,251300,251300,251300,301400,
Simon Fraser University,"Burnaby, Canada",301350,201250,251300,126150,101125,301400,301400,301400,151175,126150,
Stellenbosch University,"Stellenbosch, South Africa",301350,251300,501600,176200,501600,151175,501600,126150,301400,501600,401500
Stony Brook University,"Stony Brook, United States",301350,201250,301400,401500,101125,201250,201250,251300,84,126150,301400
Sunway University,"Selangor, Malaysia",301350,251300,501600,401500,251300,401500,301400,301400,,,
Swansea University,"Swansea, United Kingdom",301350,401500,176200,301400,201250,176200,301400,101125,201250,251300,301400
Tampere University,"Tampere, Finland",301350,201250,251300,251300,251300,151175,301400,301400,501600,251300,201250
Technion Israel Institute of Technology,"Haifa, Israel",301350,301400,251300,101125,251300,251300,251300,401500,,,
Tilburg University,Netherlands,301350,176200,44,501600,401500,201250,32,62,176200,,
TU Wien,Austria,301350,301400,79,126150,251300,,,,,,
Universiti Kebangsaan Malaysia,"Bangi, Malaysia",301350,201250,301400,301400,301400,251300,201250,101125,601800,401500,401500
University at Buffalo,"Buffalo, United States",301350,301400,401500,201250,151175,126150,201250,251300,301400,301400,201250
University of Bayreuth,"Bayreuth, Germany",301350,251300,151175,401500,251300,251300,301400,401500,,,
University of Bremen,"Bremen, Germany",301350,251300,301400,401500,401500,151175,151175,251300,301400,151175,
"University of California, Riverside","Riverside, United States",301350,251300,401500,401500,126150,301400,151175,176200,151175,151175,251300
University of Duisburg-Essen,"Essen, Germany",301350,301400,301400,201250,301400,176200,301400,401500,201250,,
University of Dundee,"Dundee, United Kingdom",301350,401500,401500,176200,201250,501600,201250,101125,301400,301400,
University of Electronic Science and Technology of China,"Chengdu, China",301350,101125,151175,201250,,,,,,,
University of Essex,"Colchester, United Kingdom",301350,251300,151175,501600,201250,87,301400,126150,93,,
University of Hohenheim,"Stuttgart, Germany",301350,251300,201250,301400,,,,,,,
University of Innsbruck,"Innsbruck, Austria",301350,201250,201250,301400,301400,301400,401500,251300,301400,201250,301400
University of Iowa,"Iowa City, United States",301350,301400,401500,101125,301400,126150,401500,201250,251300,301400,92
Universite de Liege,"Liege, Belgium",301350,201250,301400,201250,301400,401500,301400,201250,251300,201250,201250
University of Milan,Italy,301350,251300,501600,126150,601800,201250,251300,401500,501600,,
University of Naples Federico II,Italy,301350,301400,401500,201250,301400,301400,301,251300,301400,251300,301400
University of Rome II – Tor Vergata,"Rome, Italy",301350,301400,251300,201250,301400,251300,301400,201250,,,
University of Sharjah,"SH, United Arab Emirates",301350,301400,201250,251300,201250,201250,201250,251300,,,
University of Tartu,"Tartu, Estonia",301350,176200,301400,301400,301400,301400,301400,251300,176200,301400,251300
University of the Witwatersrand,"Johannesburg, South Africa",301350,201250,301400,176200,601800,201250,501600,201250,301400,501600,301400
University of Turku,"Turku, Finland",301350,251300,301400,201250,401500,201250,251300,251300,501600,151175,201250
University of Victoria,"Victoria, Canada",301350,301400,401500,251300,201250,301400,251300,126150,201250,151175,201250
Western Sydney University,"Penrith, Australia",301350,251300,301400,201250,401500,176200,301400,251300,201250,301400,301400
Amirkabir University of Technology,"Tehran, Iran",351400,251300,251300,301400,401500,,,,,,
Autonomous University of Madrid,"de Cantoblanco, Spain",351400,151175,501600,201250,501600,151175,301400,151175,301400,251300,201250
Chongqing University,China,351400,601,201250,401500,151175,301400,301400,401500,,,
Daegu Gyeongbuk Institute of Science and Technology (DGIST),"Dalseong-Gun, South Korea",351400,401500,201250,501600,401500,,,,,,
Dalhousie University,Canada,351400,401500,301400,201250,401500,401500,89,251300,301400,176200,301400
Edith Cowan University,"Joondalup, Australia",351400,501600,251300,301400,401500,201250,201250,301400,301400,301400,
Hokkaido University,"Sapporo, Japan",351400,401500,251300,601800,201250,151175,301400,501,301400,,
James Cook University,"Townsville City, Australia",351400,301400,301400,401500,501600,151175,301400,401500,251300,,
Justus Liebig University Giessen,"Giessen, Germany",351400,251300,201250,251300,301400,401500,201250,301400,,,
Kermanshah University of Medical Sciences,"Kermanshah, Iran",351400,301400,401500,,,,,,,,
King Abdulaziz University,"Jeddah, Saudi Arabia",351400,401500,301400,201250,201250,201250,151175,251300,201250,401500,301400
Leibniz University Hannover,"Hannover, Germany",351400,301400,301400,251300,301400,201250,301400,251300,301400,,
Middle East Technical University,"Cankaya, Türkiye",351400,201250,251300,251300,89,251300,301400,401500,251300,176200,
Mohammed VI Polytechnic University,"Ben Guerir, Morocco",351400,601800,301400,301400,401500,601800,,,,,
Oregon Health and Science University,"Portland, United States",351400,151175,,,,,,,,,
Prince Sultan University (PSU),"Riyadh, Saudi Arabia",351400,401500,301400,251300,,,,,,,
Sabanci University,"Tuzla, Türkiye",351400,301400,401500,301400,401500,201250,,,,,
SIMATS - Saveetha Institute of Medical And Technical Sciences,"Chennai, India",351400,251300,501600,401500,201,,,,,,
Sharif University of Technology,"Tehran, Iran",351400,301400,151175,151175,301400,,,,,,
Shenzhen University,"Shenzhen, China",351400,501600,401500,251300,201250,401500,251300,251300,201250,301400,301400
Swedish University of Agricultural Sciences,"SE-750 07, Sweden",351400,401500,126150,301400,,,,,,,
Université Grenoble Alpes,"Saint-Martin-d'Heres, France",351400,251300,601800,301400,176200,251300,201250,301400,126150,301400,501600
Universiti Brunei Darussalam,"Gadong, Brunei",351400,401500,601800,251300,301400,501600,601800,301400,,,
University College Cork,"Cork, Ireland",351400,301400,501600,201250,501600,401500,401500,201250,201250,401500,201250
University of Brescia,"15, Italy",351400,601800,201250,601800,301,,,,,,
University of Campinas,"Sao Paulo, Brazil",351400,126150,301400,251300,301400,126150,401500,201250,401500,251300,
University of Colorado Denver/Anschutz Medical Campus,"Denver, United States",351400,601,601800,126150,601800,251300,601800,8011000,251300,301400,
University of Connecticut,"Storrs, United States",351400,176200,401500,301400,501600,176200,301400,151175,201250,301400,101125
University of Florence,"Florence, Italy",351400,201250,501600,251300,401500,501600,401500,201250,301400,301400,251300
University of Galway,"Galway, Ireland",351400,251300,301400,251300,251300,251300,251300,151175,301400,401500,301400
University of Georgia (USA),"Athens, United States",351400,301400,126150,301400,301400,74,401500,201250,201250,501600,151175
University of Johannesburg,"Johannesburg, South Africa",351400,301400,176200,501600,401500,151175,301400,151175,301400,301400,301400
University of Kansas,"Lawrence, United States",351400,251300,601800,251300,501600,126150,501600,201250,301400,301400,176200
Christian-Albrechts-Universitat zu Kiel,"Kiel, Germany",351400,201250,401500,176200,8011000,301400,401500,201250,301400,501600,401500
University of Otago,"North Dunedin, New Zealand",351400,201250,251300,201250,401500,251300,176200,251300,501600,126150,201250
University of Pavia,"Pavia, Italy",351400,401500,301400,201250,401500,301400,301,401500,401500,251300,401500
University of Pisa,Italy,351400,176200,501600,251300,251300,401500,301,301400,251300,501600,
University of Saskatchewan,"Saskatoon, Canada",351400,401500,501600,301400,301400,201250,201250,251300,301400,201250,301400
University of Siena,"SI, Italy",351400,251300,401500,301400,401500,501600,201250,301400,501600,401500,
University of Southern Queensland,"Toowoomba, Australia",351400,401500,301400,401500,301400,301400,251300,201250,201250,401500,301400
University of South Florida,"Tampa, United States",351400,401500,251300,301400,401500,201250,201250,251300,301400,201250,201250
University of St Gallen,"St Gallen, Switzerland",351400,74,301400,176200,301400,,,,,,
University of Strathclyde,"Glasgow, United Kingdom",351400,301400,176200,251300,301400,301400,176200,176200,301400,301400,201250
University of Trento,"TN, Italy",351400,251300,301400,176200,301400,151175,301400,251300,176200,251300,
University of Tsukuba,"Tsukuba, Japan",351400,401500,251300,501600,201250,401500,251300,301400,401500,251300,
Verona University,"VR, Italy",351400,601,601800,201250,601800,401500,301,301400,8011000,401500,
Ajman University,United Arab Emirates,401500,401500,301400,301400,88,301400,601800,,,,
Ajou University,South Korea,401500,601800,251300,601800,401500,401500,8011000,601800,,,
Al-Ahliyya Amman University,"Amman, Jordan",401500,401500,601800,401500,,,,,,,
Al Ain University,"Al Ain, United Arab Emirates",401500,201250,401500,201250,201250,201250,,,,,
Applied Science Private University,"Shafa Badran, Jordan",401500,401500,601800,501600,401500,,,,,,
Arabian Gulf University,"Manama, Bahrain",401500,401500,,,,,,,,,
"Asia University, Taiwan","Taichung City, Taiwan",401500,176200,401500,201250,601800,401500,,,,,
Aston University,"Birmingham, United Kingdom",401500,301400,176200,251300,301400,301400,501600,201250,201250,,
Australian Catholic University,"Sydney, Australia",401500,251300,251300,151175,201250,126150,401500,,,,
Beijing University of Chemical Technology,China,401500,601800,8011000,201250,251300,,,,,,
Boğaziçi University,"Istanbul, Türkiye",401500,401500,301400,401500,151175,401500,501600,401500,251300,,
Bond University,"Robina, Australia",401500,401500,251300,401500,601800,,,,,,
Bournemouth University,"Poole, United Kingdom",401500,251300,201250,301400,601800,601800,401500,301400,,,
Brandeis University,"Waltham, United States",401500,301400,501600,201250,301400,501600,,,,,
Brunel University of London,"Uxbridge, United Kingdom",401500,251300,251300,401500,201250,251300,201250,251300,401500,251300,251300
Central Queensland University,"North Rockhampton, Australia",401500,401500,401500,601800,401500,501600,301400,601800,301400,501600,
Charles Darwin University,"Brinkin, Australia",401500,401500,501600,301400,401500,251300,301400,301400,151175,,
Charles University,"Prague 1, Czechia",401500,151175,176200,301400,401500,401500,201250,301400,401500,301400,301400
Chung-Ang University,"Dongjak-gu, South Korea",401500,301400,301400,401500,301400,201250,251300,301400,401500,251300,301400
Colorado School of Mines,"Golden, United States",401500,501600,201250,201250,601800,,,,,,
Dalian University of Technology,"Dalian City, China",401500,601,251300,601800,251300,201250,401500,401500,301400,,
Donghua University,"Shanghai, China",401500,401500,501600,251300,301400,8011000,,,,,
Drexel University,"Philadelphia, United States",401500,601,301400,301400,601800,301400,201250,201250,301400,251300,151175
Florida International University,"Miami, United States",401500,601,401500,401500,301400,176200,251300,176200,301400,401500,251300
Free University of Bozen-Bolzano,"Bolzano, Italy",401500,401500,151175,301400,501600,301400,301400,,,,
George Mason University,"Fairfax, United States",401500,401500,301400,301400,301400,301400,301400,72,401500,401500,201250
Gwangju Institute of Science and Technology (GIST),"Buk-gu, South Korea",401500,301400,301400,301400,501600,,,,,,
Heriot-Watt University,"Edinburgh, United Kingdom",401500,251300,251300,301400,201250,401500,301400,251300,,,
IMT Atlantique,"Nantes, France",401500,301400,201250,301400,,,,,,,
Institut Agro,"Paris, France",401500,401500,601800,251300,501600,401500,,,,,
Iowa State University,"Ames, United States",401500,401500,301400,501600,201250,201250,251300,126150,201250,301400,176200
Iran University of Science and Technology,"Tehran, Iran",401500,401500,301400,251300,301400,,,,,,
Jamia Millia Islamia,"New Delhi, India",401500,501600,401500,301400,401500,301400,301400,601800,,,
Johannes Kepler University of Linz,"Linz, Austria",401500,201250,176200,201250,301400,501600,201250,301400,,,
Leuphana University of Lüneburg,"Luneburg, Germany",401500,251300,401500,601800,401500,201250,201250,,,,
Marche Polytechnic University,"AN, Italy",401500,501600,401500,601800,401500,,,,,,
Montpellier University,"Montpellier, France",401500,251300,251300,501600,601,401500,126150,301400,,,
Murdoch University,"Perth, Australia",401500,251300,501600,251300,401500,201250,251300,251300,401500,301400,301400
National and Kapodistrian University of Athens,"106 79 Athens, Greece",401500,301400,601,301400,501600,401500,601800,301,401500,601800,301400
National Taiwan University of Science and Technology (Taiwan Tech),"TPE, Taiwan",401500,401500,301400,75,301400,,,,,,
National Tsing Hua University,"Hsinchu, Taiwan",401500,501600,251300,501600,201250,301400,151175,301400,251300,501600,501600
National Yang Ming Chiao Tung University (NYCU Taiwan),"Hsinchu City, Taiwan",401500,401500,501600,251300,201250,176200,201250,401500,501600,401500,
Nazarbayev University,"Astana City, Kazakhstan",401500,401500,601800,401500,501600,176200,401500,601800,601800,401500,
Near East University,"Nicosia, Northern Cyprus",401500,8011000,251300,301400,301400,601800,201250,501600,,,
Northumbria University,"Newcastle upon Tyne, United Kingdom",401500,301400,301400,501600,301400,301400,251300,201250,401500,301400,301400
Polytechnic University of Turin,"TO, Italy",401500,301400,176200,,,,,,,,
Pontificia Universidad Católica de Chile,Chile,401500,201250,401500,401500,501600,151175,601800,151175,301400,601800,301400
Prince Sattam Bin Abdulaziz University,Saudi Arabia,401500,501600,601800,401500,601,301400,401500,,,,
Princess Nourah bint Abdulrahman University,"Riyadh, Saudi Arabia",401500,401500,501600,401500,501600,251300,401500,,,,
Quaid-i-Azam University,"Islamabad, Pakistan",401500,401500,251300,501600,201250,251300,301400,501600,,,
Roskilde University,"Roskilde, Denmark",401500,401500,301400,8011000,201250,,,,,,
"Royal Holloway, University of London","Egham, United Kingdom",401500,201250,301400,301400,201250,251300,251300,151175,251300,,
Rush University,"Chicago, United States",401500,301400,,,,,,,,,
Saint Louis University,"St. Louis, United States",401500,501600,601800,301400,401500,8011000,201250,401500,8011000,301400,601800
Shoolini University of Biotechnology and Management Sciences,"Bajhol, India",401500,401500,401500,251300,201250,,,,,,
SOAS University of London,"London, United Kingdom",401500,82,201250,126150,101125,,,,,,
Southern Cross University,"East Lismore, Australia",401500,601800,601800,301400,251300,401500,251300,301400,,,
Syracuse University,"Syracuse, United States",401500,401500,251300,501600,401500,176200,501600,8011000,301400,301400,126150
Taipei Medical University,Taiwan,401500,251300,601800,,,,,,,,
Temple University,"Philadelphia, United States",401500,401500,176200,401500,251300,176200,301400,126150,251300,301400,301400
The University of Tennessee-Knoxville,"Knoxville, United States",401500,601,301400,501600,301400,126150,251300,401500,176200,401500,201250
Tulane University,"New Orleans, United States",401500,401500,501600,201250,8011000,401500,401500,601800,301400,501600,
Umeå University,"Umea, Sweden",401500,301400,501600,201250,501600,301400,601800,201250,401500,401500,301400
Umm Al-Qura University,"Mecca, Saudi Arabia",401500,501600,501600,401500,301400,301400,401500,601800,,,
Université Laval,Canada,401500,301400,301400,151175,301400,301400,301400,176200,201250,401500,151175
Universiti Sains Malaysia,"Penang, Malaysia",401500,301400,176200,401500,201250,151175,301400,401500,501600,251300,
Universiti Teknologi Malaysia,"Johor Bahru, Malaysia",401500,301400,201250,301400,176200,251300,401500,301400,251300,,
Universiti Utara Malaysia,Malaysia,401500,401,201250,601800,201250,176200,401500,301400,,,
University of Bordeaux,"Bordeaux, France",401500,176200,601800,201250,401500,401500,601800,201250,301400,401500,401500
"University of California, Merced","Merced, United States",401500,401500,501600,251300,401500,251300,301400,,,,
University of Canberra,"Bruce, Australia",401500,251300,401500,401500,251300,401500,301400,401500,251300,,
University of Central Florida,"Orlando, United States",401500,601,201250,301400,201250,151175,201250,126150,301400,301400,251300
University of Coimbra,"Coimbra, Portugal",401500,151175,301400,301400,501600,201250,401500,101125,301400,401500,201250
University of Cyprus,"Nicosia, Cyprus",401500,301400,601800,251300,501600,251300,401500,501600,301400,401500,
University of Delaware,"Newark, United States",401500,401500,401500,301400,251300,176200,176200,251300,251300,201250,401500
University of Eastern Finland,"Kuopio, Finland",401500,401500,501600,401500,401500,251300,176200,301400,401500,401500,301400
University of Fribourg,"Fribourg, Switzerland",401500,176200,401500,401500,601800,501600,301400,301400,301400,401500,
University of Genoa,"GE, Italy",401500,401500,501600,251300,401500,501600,401500,201250,401500,401500,401500
University of Greifswald,"Greifswald, Germany",401500,501600,301400,251300,601800,301400,601800,,,,
University of Guelph,Canada,401500,501600,501600,301400,301400,126150,301400,301400,401500,,
University of Houston,"Houston, United States",401500,501600,301400,401500,401500,251300,201250,301,601800,251300,201250
University of Jyväskylä,"Jyvaskylan, Finland",401500,251300,301400,401500,501600,126150,301400,601800,151175,201250,
University of Kent,"Kent, United Kingdom",401500,251300,251300,301400,401500,301400,101125,251300,601800,88,201250
University of Kentucky,"Lexington, United States",401500,401500,501600,251300,301400,301400,251300,251300,301400,501600,251300
University of Lisbon,"Lisbon, Portugal",401500,176200,301400,301400,401500,126150,301400,176200,301400,401500,301400
University of Marburg,"Marburg, Germany",401500,301400,301400,601800,501600,151175,8011000,251300,401500,,
University of Milan-Bicocca,"Milan, Italy",401500,601800,176200,401500,501600,401500,301,301400,301400,201250,401500
University of Nizwa,"Birkat Al Mawz, Oman",401500,,,,,,,,,,
University of Oregon,"Eugene, United States",401500,251300,501600,301400,301400,401500,401500,126150,251300,,
Universidade do Porto,"Porto, Portugal",401500,251300,401500,251300,301400,101125,301400,176200,301400,501600,301400
University of Portsmouth,"Portsmouth, United Kingdom",401500,401500,201250,401500,401500,301400,401500,151175,401500,251300,201250
University of Regensburg,"Regensburg, Germany",401500,401500,601,401500,401500,401500,251300,,,,
University of South Carolina-Columbia,"Columbia, United States",401500,401500,251300,301400,251300,301400,176200,501600,301400,301400,301400
University of Tehran,"Tehran, Iran",401500,401500,201250,201250,201250,201250,401500,301400,401500,301400,
University of Texas at Dallas,"Richardson, United States",401500,501600,401500,126150,401500,401500,251300,401500,301400,401500,401500
University of Turin,"Turin, Italy",401500,251300,301400,251300,501600,301400,151175,301400,301400,301400,401500
University of Vaasa,"Vaasa, Finland",401500,301400,401500,501600,,,,,,,
University of Waikato,"Hamilton, New Zealand",401500,301400,151175,501600,501600,301400,601800,301400,401500,301400,176200
Victoria University of Wellington,"Wellington, New Zealand",401500,251300,301400,401500,301400,126150,151175,501600,401500,201250,301400
Virginia Commonwealth University,"Richmond, United States",401500,601,601800,251300,501600,301400,501600,301400,8011000,201250,501600
Wake Forest University,"Winston Salem, United States",401500,501600,501600,301400,501600,601800,301400,601800,251300,501600,
Washington State University,"Pullman, United States",401500,401500,251300,301400,301400,301400,251300,251300,251300,201250,301400
York University,"Toronto, Canada",401500,251300,201250,301400,201250,176200,501600,63,401500,401500,126150
