Name,Geo,World University Rankings 2026,Arts and Humanities 2025,Business and Economics 2025,Medical and Health 2025,Computer Science 2025,Education Studies 2025,Engineering 2025,Law 2025,Life Sciences 2025,Physical Sciences 2025,Social Sciences 2025
National Dong Hwa University,"Shoufeng, Taiwan",12011500,501600,8011000,1001,,,,,,,
National Institute of Technology Delhi,India,12011500,8011000,10011250,,,,,,,,
National Institute of Technology Meghalaya,"Shillong, India",12011500,,,,,,,,,,
National Institute of Technology Srinagar,"Srinagar Jammu and Kashmir, India",12011500,10011250,,,,,,,,,
National Institute of Technology Warangal,"TG, India",12011500,10011250,,,,,,,,,
National Kaohsiung University of Science and Technology,"Kaohsiung City, Taiwan",12011500,801,1001,10011250,8011000,,,,,,
National Taipei University of Technology,"Taipei, Taiwan",12011500,601800,601800,,,,,,,,
National Taiwan Ocean University,"Jhongjheng District, Taiwan",12011500,1001,10011250,8011000,8011000,8011000,,,,,
National Textile University,"Faisalabad, Pakistan",12011500,8011000,601800,,,,,,,,
National University of Computer and Emerging Sciences,"Islamabad, Pakistan",12011500,601800,601800,,,,,,,,
National University of Distance Education (UNED),"M, Spain",12011500,501600,801,8011000,301400,10011250,301,1001,501600,601800,
National University of Uzbekistan named after Mirzo Ulugbek,"Tashkent, Uzbekistan",12011500,601800,,,,,,,,,
Necmettin Erbakan University,"Selçuklu, Türkiye",12011500,8011000,501600,601800,8011000,,,,,,
Nelson Mandela University,"Gqeberha, South Africa",12011500,,,,,,,,,,
Netaji Subhas University of Technology,"Dwarka, India",12011500,,,,,,,,,,
Nicolaus Copernicus University in Toruń,"Torun, Poland",12011500,501600,801,8011000,301,8011000,1001,8011000,,,
Niigata University,"Niigata, Japan",12011500,601800,1251,501600,1001,,,,,,
Nitte (Deemed to be University),"Mangaluru, India",12011500,1001,,,,,,,,,
Noakhali Science and Technology University (NSTU),"Chittagong, Bangladesh",12011500,,,,,,,,,,
Oakland University,"Rochester, United States",12011500,801,501600,601800,501600,8011000,8011000,1001,501600,8011000,
October 6 University,"Giza, Egypt",12011500,,,,,,,,,,
Opole University of Technology,"Opole, Poland",12011500,8011000,,,,,,,,,
Osaka Metropolitan University,"Osaka, Japan",12011500,601800,8011000,8011000,8011000,8011000,1001,,,,
Osmania University,"Hyderabad, India",12011500,601800,601800,8011000,8011000,1001,,,,,
Pavol Jozef Šafárik University in Košice,"Kosice, Slovakia",12011500,8011000,8011000,1001,,,,,,,
Persian Gulf University,"Bushehr, Iran",12011500,10011250,1001,,,,,,,,
Pondicherry University,"Puducherry, India",12011500,801,8011000,8011000,601800,1001,8011000,,,,
Pontifícia Universidade Católica do Paraná,"Curitiba, Brazil",12011500,601800,8011000,8011000,8011000,301,1001,8011000,,,
Port Said University,"Port Fouad City, Egypt",12011500,8011000,601800,8011000,601800,,,,,,
Poznań University of Life Sciences,"Poznań, Poland",12011500,10011250,601800,,,,,,,,
Poznan University of Medical Sciences,"Poznan, Poland",12011500,8011000,,,,,,,,,
Prince of Songkla University,"Songkhla, Thailand",12011500,801,8011000,8011000,401500,8011000,601800,1001,601800,,
Public University of Navarre,"Pamplona, Spain",12011500,801,601800,601800,601,8011000,401500,8011000,8011000,,
Pukyong National University,"Nam-Gu, South Korea",12011500,501600,8011000,10011250,8011000,1001,601800,,,,
Riga Stradiņš University,"Riga, Latvia",12011500,8011000,,,,,,,,,
Rowan University,United States,12011500,601800,601800,501600,10011250,8011000,8011000,501600,8011000,,
Sahand University of Technology,"Tabriz, Iran",12011500,8011000,,,,,,,,,
Sakarya University,"Sakarya, Türkiye",12011500,801,1001,601,8011000,601800,1001,,,,
Salahaddin University–Erbil,"Erbil, Iraq",12011500,8011000,8011000,1001,,,,,,,
Sapporo Medical University,"Hokkaido, Japan",12011500,8011000,,,,,,,,,
SASTRA University,"Thanjavur, India",12011500,8011000,8011000,601800,,,,,,,
Sathyabama Institute of Science and Technology,"Chennai, India",12011500,601800,8011000,8011000,8011000,601800,,,,,
Saudi Electronic University,"Riyadh, Saudi Arabia",12011500,8011000,,,,,,,,,
Sefako Makgatho Health Sciences University,"Ga Rankuwa, South Africa",12011500,1001,,,,,,,,,
Seoul National University of Science and Technology (SeoulTech),"Seoul, South Korea",12011500,601800,8011000,1001,601800,,,,,,
Shahid Bahonar University of Kerman,"Kerman, Iran",12011500,601800,8011000,8011000,8011000,,,,,,
​Shahid Chamran University of Ahvaz,"Ahvaz, Iran",12011500,601800,8011000,8011000,,,,,,,
Shahrekord University,"Shahrekord, Iran",12011500,601800,8011000,601800,,,,,,,
Shahrood University of Technology,"Shahrood, Iran",12011500,601800,8011000,8011000,,,,,,,
Shiga University of Medical Science,"Shiga, Japan",12011500,8011000,,,,,,,,,
Shinshu University,"Matsumoto-shi, Japan",12011500,8011000,8011000,8011000,8011000,,,,,,
"Shivaji University, Kolhapur","Kolhapur, India",12011500,,,,,,,,,,
Shiv Nadar University,"Gautam Buddha Nagar, India",12011500,8011000,1001,,,,,,,,
Sidi Mohamed Ben Abdellah University,"Fez, Morocco",12011500,801,8011000,8011000,601,8011000,601800,1001,8011000,,
Slovak University of Agriculture in Nitra,"Nitra, Slovakia",12011500,8011000,,,,,,,,,
Sohag University,"Sohag Al Gadida City, Egypt",12011500,1001,601800,601800,601800,,,,,,
Soonchunhyang University,"Cheonan, South Korea",12011500,401500,601800,8011000,601800,1001,,,,,
South Valley University  (Egypt),"Qena, Egypt",12011500,8011000,601800,601800,601800,,,,,,
St Francis Xavier University,"Antigonish, Canada",12011500,8011000,,,,,,,,,
Suez Canal University,"Ismailia, Egypt",12011500,601800,8011000,501600,8011000,,,,,,
Süleyman Demirel University,"Merkez, Türkiye",12011500,8011000,10011250,1001,8011000,,,,,,
Suranaree University of Technology,"Nakhon Ratchasima, Thailand",12011500,10011250,601800,1001,,,,,,,
SWPS University,"Warsaw, Poland",12011500,601,401500,501600,,,,,,,
Technological University Dublin,"Dublin, Ireland",12011500,801,601800,8011000,301400,10011250,601800,,,,
Texas State University,"San Marcos, United States",12011500,601,601800,8011000,8011000,401500,8011000,8011000,8011000,401500,501600
Tezpur University,"Sonitpur, India",12011500,10011250,601800,1001,,,,,,,
Thammasat University,"Phra Nakhon, Thailand",12011500,601,601800,1001,1001,401500,8011000,1001,1001,8011000,
The British University in Egypt,"El Sherouk City, Egypt",12011500,10011250,,,,,,,,,
The Jikei University School of Medicine,"Tokyo, Japan",12011500,601800,,,,,,,,,
The John Paul II Catholic University of Lublin,"Lublin, Poland",12011500,501600,301,601,1001,,,,,,
The University of Electro-Communications,"Chofu, Japan",12011500,8011000,8011000,1001,,,,,,,
The University of the West Indies,Jamaica,12011500,601,801,601800,601,1251,8011000,1001,601,8011000,
Tianjin Normal University,"Tianjin, China",12011500,,,,,,,,,,
TOBB University of Economics and Technology,Türkiye,12011500,10011250,,,,,,,,,
Tokai University,"Hiratsuka, Japan",12011500,601800,1001,10011250,8011000,1001,,,,,
Tokushima University,"Tokushima, Japan",12011500,601800,1251,8011000,,,,,,,
Tokyo University of Agriculture and Technology,"Fuchu-shi, Japan",12011500,601800,601800,501600,1001,,,,,,
Tokyo University of Science,"Shinjuku-ku, Japan",12011500,8011000,8011000,601800,601800,1001,,,,,
Tomas Bata University in Zlín,"Zlin, Czechia",12011500,401500,10011250,8011000,,,,,,,
Toyohashi University of Technology (TUT),"Toyohashi City, Japan",12011500,8011000,8011000,1001,,,,,,,
Tzu Chi University,"Hualien, Taiwan",12011500,8011000,8011000,,,,,,,,
Universidad Católica San Antonio de Murcia (UCAM),"MU, Spain",12011500,8011000,601,601800,8011000,,,,,,
Universidad del Desarrollo,"Santiago, Chile",12011500,8011000,601,501600,8011000,,,,,,
Universidade Eduardo Mondlane,"Maputo, Mozambique",12011500,601800,,,,,,,,,
Universidade Federal de Pernambuco,"Recife, Brazil",12011500,601,801,1001,8011000,601,10011250,301,8011000,1001,601
Universidade Federal do Paraná (UFPR),Brazil,12011500,601,601800,8011000,8011000,501600,10011250,251300,8011000,1001,601
Universidad San Francisco de Quito,"Quito, Ecuador",12011500,8011000,10011250,601800,8011000,8011000,,,,,
Universitas Airlangga,"Surabaya, Indonesia",12011500,601800,601800,8011000,10011250,301,8011000,1001,501600,601800,
Universitas Gadjah Mada,"Yogyakarta, Indonesia",12011500,401500,401500,601800,601800,8011000,251300,8011000,1001,501600,
Universitas Muhammadiyah Surakarta,"Surakarta, Indonesia",12011500,601,,,,,,,,,
Universitas Padjadjaran,"Sumedang, Indonesia",12011500,801,8011000,8011000,10011250,301,1001,1001,8011000,,
Université de Poitiers,"Poitiers, France",12011500,501600,501600,8011000,601800,8011000,1001,501600,601800,,
Université Djillali Liabès de Sidi Bel-Abbès,"Sidi Bel Abbes, Algeria",12011500,601800,8011000,,,,,,,,
Université d’Orléans,"Orleans, France",12011500,501600,801,8011000,8011000,601800,601800,,,,
University of A Coruña,"A Coruña, Spain",12011500,601,801,601800,8011000,601,10011250,301,601800,8011000,601
University of Anbar,"Ramadi, Iraq",12011500,601800,10011250,1001,8011000,,,,,,
University of Antioquia,"Medellin, Colombia",12011500,601,801,8011000,8011000,601,10011250,8011000,1001,601,1001
University of Brasília,"Brasilia, Brazil",12011500,501600,801,8011000,8011000,501600,10011250,251300,8011000,1001,501600
University of Burgos,"Burgos, Spain",12011500,401500,10011250,1001,8011000,,,,,,
University of Cadiz,"Cádiz, Spain",12011500,501600,601800,8011000,8011000,501600,10011250,301,601800,8011000,601
"University of Chemistry and Technology, Prague","Dejvice, Czechia",12011500,8011000,8011000,1001,,,,,,,
University of Chittagong,"Chittagong, Bangladesh",12011500,8011000,8011000,8011000,8011000,,,,,,
University of Colima,"Colima, Mexico",12011500,,,,,,,,,,
Universidad de Concepcion,"Concepcion, Chile",12011500,601,8011000,1001,601,10011250,601800,8011000,601,8011000,
University of Deusto,"Bilbao, Spain",12011500,601800,251300,301,501600,601800,,,,,
University of Duhok,"Duhok, Iraq",12011500,,,,,,,,,,
University of El Oued,"El-Oued, Algeria",12011500,,,,,,,,,,
University of Engineering & Technology (UET) Lahore,"Lahore, Pakistan",12011500,601800,8011000,8011000,,,,,,,
University of Évora,"Évora, Portugal",12011500,601,601800,1001,601,10011250,8011000,1001,601,,
University of Guilan,"Rasht, Iran",12011500,601800,8011000,8011000,,,,,,,
"University of Health Sciences, Turkey","Uskudar, Türkiye",12011500,8011000,,,,,,,,,
University of Ilorin,"Ilorin, Nigeria",12011500,801,8011000,601800,8011000,8011000,8011000,8011000,,,
University of Ioannina,"45110 Ioannina, Greece",12011500,601800,1001,601,10011250,601800,8011000,601,,,
University of Isfahan,"Isfahan, Iran",12011500,601,601800,601800,501600,8011000,8011000,1001,601,601800,
University of Jeddah,"Jeddah, Saudi Arabia",12011500,801,601800,8011000,601800,601800,8011000,601800,,,
University of Jendouba,"Jendouba, Tunisia",12011500,,,,,,,,,,
University of Jos,"Jos, Nigeria",12011500,,,,,,,,,,
University of Kerala,"Kerala, India",12011500,801,,,,,,,,,
University of La Frontera,"Temuco, Chile",12011500,601800,601,1251,8011000,1001,601,8011000,,,
University of La Serena,"La Serena, Chile",12011500,601800,,,,,,,,,
University of Las Palmas de Gran Canaria,"GC, Spain",12011500,501600,601800,601800,8011000,601,1251,601800,1001,,
University of León,"Leon, Spain",12011500,601,8011000,8011000,401500,10011250,601800,1001,601800,,
University of Malaga,"MA, Spain",12011500,501600,601800,601800,601800,501600,10011250,301,601800,1001,501600
University of Manouba,"Manouba, Tunisia",12011500,601800,8011000,601800,8011000,,,,,,
University of Maragheh,"Maragheh, Iran",12011500,8011000,1001,,,,,,,,
University of Maribor,"Maribor, Slovenia",12011500,601,801,8011000,8011000,601,10011250,201,601800,8011000,401500
University of Mauritius,"Reduit, Mauritius",12011500,801,1251,501600,1001,,,,,,
University of Mazandaran,"Babolsar, Iran",12011500,8011000,1001,,,,,,,,
University of Nebraska Omaha,"Omaha, United States",12011500,801,8011000,601,8011000,1001,401500,601800,,,
University of Nigeria Nsukka,"Nsukka, Nigeria",12011500,601,801,8011000,601,10011250,301,1001,1001,501600,8011000
University of Northern British Columbia (UNBC),"Prince George, Canada",12011500,601800,601800,,,,,,,,
"University of Occupational and Environmental Health, Japan","Fukuoka, Japan",12011500,601800,,,,,,,,,
University of Peradeniya,"Kandy, Sri Lanka",12011500,501600,10011250,1001,1001,,,,,,
University of Reims Champagne-Ardenne,"Reims, France",12011500,,,,,,,,,,
University of Rouen Normandie,France,12011500,601,501600,601800,601,8011000,8011000,1001,601,,
University of Sargodha,"Punjab, Pakistan",12011500,401500,601800,601800,8011000,8011000,,,,,
University of Sfax,"Sfax, Tunisia",12011500,601800,8011000,601800,8011000,601800,1001,601800,,,
University of Social Welfare and Rehabilitation Sciences,"Evin, Iran",12011500,8011000,501600,,,,,,,,
University of South Africa,"Pretoria, South Africa",12011500,501600,801,1001,501600,601800,301,8011000,601800,601,8011000
University of South Wales,"Pontypridd, United Kingdom",12011500,601800,601,601800,501600,8011000,,,,,
University of Split,"Split, Croatia",12011500,601,801,8011000,1001,501600,10011250,8011000,8011000,,
University of Staffordshire,"Stoke on Trent, United Kingdom",12011500,501600,8011000,,,,,,,,
University of Technology of Compiègne,"Compiegne, France",12011500,8011000,,,,,,,,,
University of the Philippines,"Quezon City, Philippines",12011500,601,801,501600,1001,501600,1251,8011000,1001,8011000,
University of Trás-os-Montes and Alto Douro,"Vila Real, Portugal",12011500,601800,601800,501600,10011250,601800,1001,,,,
University of Tripoli,"Tripoli, Libya",12011500,,,,,,,,,,
University of Urbino Carlo Bo,"Urbino, Italy",12011500,601,601800,8011000,601800,601800,,,,,
University of Valladolid,"VA, Spain",12011500,501600,801,8011000,8011000,401500,10011250,301,601800,1001,601
University of West London,"Ealing, United Kingdom",12011500,601800,,,,,,,,,
University of Winchester,"Winchester, United Kingdom",12011500,601,601,8011000,,,,,,,
University of Wrocław,"Wroclaw, Poland",12011500,401500,8011000,401500,601800,301,8011000,1001,301400,8011000,
University of Zagreb,"Zagreb, Croatia",12011500,601,801,601800,8011000,601,10011250,301,601800,8011000,601800
University of Žilina,"010 26 Žilina, Slovakia",12011500,601800,8011000,10011250,501600,,,,,,
University Rey Juan Carlos,"Móstoles, Spain",12011500,601,801,601800,8011000,501600,10011250,301,501600,8011000,501600
Urmia University of Technology,"Urmia, Iran",12011500,10011250,601800,,,,,,,,
USAMV Cluj-Napoca,"Cluj-Napoca, Romania",12011500,601800,,,,,,,,,
"Vietnam National University, Hanoi","Hanoi, Vietnam",12011500,601800,501600,1001,401500,8011000,8011000,1001,601800,,
"Visvesvaraya National Institute of Technology, Nagpur","Nagpur, India",12011500,10011250,,,,,,,,,
VSB - Technical University of Ostrava,"Ostrava, Czechia",12011500,801,601800,8011000,8011000,,,,,,
Vytautas Magnus University,"Kaunas, Lithuania",12011500,601,801,601,8011000,8011000,,,,,
Walailak University,Thailand,12011500,601800,10011250,8011000,1001,601800,,,,,
Warsaw University of Technology,"Warsaw, Poland",12011500,801,601800,8011000,1001,,,,,,
Wilfrid Laurier University,"Waterloo, Canada",12011500,601,601800,501600,601800,401500,601800,,,,
Woosong University,"30, South Korea",12011500,501600,8011000,,,,,,,,
Wrocław University of Science and Technology,"50-370 Wroclaw, Poland",12011500,601800,8011000,8011000,601,1001,,,,,
Wuhan Textile University,"Wuhan, China",12011500,1001,8011000,601800,,,,,,,
Xiangtan University,"Xiangtan, China",12011500,8011000,8011000,601800,,,,,,,
Yanshan University,"Hebei, China",12011500,801,8011000,8011000,8011000,8011000,1001,,,,
Yaşar University,"Izmir, Türkiye",12011500,501600,10011250,601800,,,,,,,
Yazd University,"Yazd, Iran",12011500,601800,8011000,1001,8011000,,,,,,
Yokohama National University,"Yokohama, Japan",12011500,8011000,8011000,1001,,,,,,,
Zewail City of Science and Technology,"6th of October City, Egypt",12011500,8011000,8011000,,,,,,,,
Zhejiang Chinese Medical University,"Hangzhou, China",12011500,8011000,601800,,,,,,,,
Zhejiang University of Finance and Economics,"Hangzhou, China",12011500,601800,8011000,601800,,,,,,,
Abdelmalek Essaâdi University,"Tetouan, Morocco",1501,8011000,8011000,8011000,1001,,,,,,
Acharya Nagarjuna University,"Guntur, India",1501,1001,10011250,1001,,,,,,,
Acıbadem University,"Atasehir, Türkiye",1501,8011000,,,,,,,,,
Adana Alparslan Türkeş Science and Technology University,"Catalan, Türkiye",1501,1251,,,,,,,,,
Adelphi University,"Garden City, United States",1501,501600,501600,1001,,,,,,,
Adiyaman University,"Adiyaman, Türkiye",1501,,,,,,,,,,
Afyonkarahisar Health Sciences University,"Afyonkarahisar, Türkiye",1501,,,,,,,,,,
Afyon Kocatepe University,"Afyonkarahisar, Türkiye",1501,1251,,,,,,,,,
AIIMS Rishikesh,"Rishikesh, India",1501,,,,,,,,,,
Akita University,"Akita, Japan",1501,8011000,1251,1001,,,,,,,
Aksaray University,"68, Türkiye",1501,1001,601,1251,1001,1001,,,,,
Alanya Alaaddin Keykubat University,"Alanya, Türkiye",1501,,,,,,,,,,
Alberto Hurtado University,"Santiago de Chile, Chile",1501,601,601,1001,,,,,,,
Alexandru Ioan Cuza University,"Lasi, Romania",1501,601,801,1001,1001,1001,501600,8011000,,,
Al-Furat Al-Awsat Technical University,"Kufa, Iraq",1501,1251,,,,,,,,,
Allameh Tabataba ’i University,"Tehran, Iran",1501,601,801,401500,8011000,,,,,,
Al-Muthanna University,"Samawah, Iraq",1501,1001,,,,,,,,,
Al-Nahrain University,"Baghdad, Iraq",1501,1001,8011000,10011250,1001,1001,,,,,
Al-Qasim Green University,"Babylon, Iraq",1501,,,,,,,,,,
Al-Quds University,"Jerusalem, Palestinian Territories",1501,,,,,,,,,,
