0,1,2,3,4,5,6,7,8
194,"University of Notre Dame
United States",59.1,52.8,45.8,73.5,72.5,69.9,https://www.timeshighereducation.com/world-university-rankings/university-notre-dame
=195,"Aalto University
Finland",59.0,44.3,43.4,78.9,91.0,80.7,https://www.timeshighereducation.com/world-university-rankings/aalto-university
=195,"The Education University of Hong Kong
Hong Kong",59.0,35.8,38.9,91.6,74.4,89.5,https://www.timeshighereducation.com/world-university-rankings/education-university-hong-kong
=195,"University of Münster
Germany",59.0,43.9,47.2,83.2,82.1,54.4,https://www.timeshighereducation.com/world-university-rankings/university-munster
=198,"Indiana University
United States",58.8,47.1,36.9,87.3,85.3,62.4,https://www.timeshighereducation.com/world-university-rankings/indiana-university
=198,"Queen’s University Belfast
United Kingdom",58.8,34.7,38.4,90.8,70.0,98.3,https://www.timeshighereducation.com/world-university-rankings/queens-university-belfast
200,"University of Calgary
Canada",58.7,37.8,43.1,83.6,91.4,83.3,https://www.timeshighereducation.com/world-university-rankings/university-calgary
201–250,"Abu Dhabi University
United Arab Emirates",56.4–58.6,38.0,33.9,92.0,29.5,98.0,https://www.timeshighereducation.com/world-university-rankings/abu-dhabi-university
201–250,"Arizona State University (Tempe)
United States",56.4–58.6,39.6,44.5,84.1,70.7,70.6,https://www.timeshighereducation.com/world-university-rankings/arizona-state-university-tempe
201–250,"Beijing Institute of Technology
China",56.4–58.6,46.5,44.3,76.6,99.6,45.2,https://www.timeshighereducation.com/world-university-rankings/beijing-institute-technology
201–250,"Cardiff University
United Kingdom",56.4–58.6,35.9,39.1,86.0,70.3,88.4,https://www.timeshighereducation.com/world-university-rankings/cardiff-university
201–250,"Chalmers University of Technology
Sweden",56.4–58.6,42.6,45.9,71.2,97.1,76.7,https://www.timeshighereducation.com/world-university-rankings/chalmers-university-technology
201–250,"Deakin University
Australia",56.4–58.6,31.6,38.4,91.7,86.3,87.7,https://www.timeshighereducation.com/world-university-rankings/deakin-university
201–250,"Friedrich Schiller University Jena
Germany",56.4–58.6,44.0,42.5,83.5,88.7,62.0,https://www.timeshighereducation.com/world-university-rankings/friedrich-schiller-university-jena
201–250,"Georgetown University
United States",56.4–58.6,52.2,35.3,82.1,93.0,53.5,https://www.timeshighereducation.com/world-university-rankings/georgetown-university
201–250,"George Washington University
United States",56.4–58.6,48.5,34.3,84.4,67.8,67.5,https://www.timeshighereducation.com/world-university-rankings/george-washington-university
201–250,"Goethe University Frankfurt
Germany",56.4–58.6,42.2,41.9,82.1,81.4,68.9,https://www.timeshighereducation.com/world-university-rankings/goethe-university-frankfurt
201–250,"Hong Kong Baptist University
Hong Kong",56.4–58.6,34.6,41.0,84.5,79.5,97.4,https://www.timeshighereducation.com/world-university-rankings/hong-kong-baptist-university
201–250,"Indian Institute of Science
India",56.4–58.6,61.8,56.9,51.2,98.0,31.4,https://www.timeshighereducation.com/world-university-rankings/indian-institute-science
201–250,"Khalifa University
United Arab Emirates",56.4–58.6,37.6,28.0,88.5,92.3,94.8,https://www.timeshighereducation.com/world-university-rankings/khalifa-university
201–250,"Linköping University
Sweden",56.4–58.6,31.1,40.4,89.1,96.8,70.3,https://www.timeshighereducation.com/world-university-rankings/linkoping-university
201–250,"Medical University of Graz
Austria",56.4–58.6,29.7,35.1,92.0,97.9,81.3,https://www.timeshighereducation.com/world-university-rankings/medical-university-graz
201–250,"Medical University of Innsbruck
Austria",56.4–58.6,33.8,30.1,90.9,99.4,88.3,https://www.timeshighereducation.com/world-university-rankings/medical-university-innsbruck
201–250,"Nagoya University
Japan",56.4–58.6,58.1,56.1,57.0,99.8,43.8,https://www.timeshighereducation.com/world-university-rankings/nagoya-university
201–250,"Northeastern University, US
United States",56.4–58.6,38.4,32.4,90.5,69.2,79.6,https://www.timeshighereducation.com/world-university-rankings/northeastern-university-us
201–250,"Politecnico di Milano
Italy",56.4–58.6,46.2,51.9,67.8,98.0,65.5,https://www.timeshighereducation.com/world-university-rankings/politecnico-di-milano
201–250,"Qatar University
Qatar",56.4–58.6,32.4,38.1,89.1,79.1,94.5,https://www.timeshighereducation.com/world-university-rankings/qatar-university
201–250,"Queensland University of Technology
Australia",56.4–58.6,33.0,40.4,89.6,88.1,81.9,https://www.timeshighereducation.com/world-university-rankings/queensland-university-technology
201–250,"Sant’Anna School of Advanced Studies – Pisa
Italy",56.4–58.6,50.2,38.3,77.5,93.7,56.8,https://www.timeshighereducation.com/world-university-rankings/santanna-school-advanced-studies-pisa
201–250,"Sichuan University
China",56.4–58.6,46.5,48.1,74.7,99.6,42.5,https://www.timeshighereducation.com/world-university-rankings/sichuan-university
201–250,"Stockholm University
Sweden",56.4–58.6,33.5,48.4,87.2,66.1,76.5,https://www.timeshighereducation.com/world-university-rankings/stockholm-university
201–250,"Sun Yat-sen University
China",56.4–58.6,47.2,40.6,84.0,97.6,34.1,https://www.timeshighereducation.com/world-university-rankings/sun-yat-sen-university
201–250,"Tel Aviv University
Israel",56.4–58.6,41.8,50.1,79.9,75.0,53.4,https://www.timeshighereducation.com/world-university-rankings/tel-aviv-university
201–250,"Tianjin University
China",56.4–58.6,49.2,47.0,73.2,99.8,52.8,https://www.timeshighereducation.com/world-university-rankings/tianjin-university
201–250,"Ulsan National Institute of Science and Technology (UNIST)
South Korea",56.4–58.6,47.4,39.5,81.3,98.1,39.5,https://www.timeshighereducation.com/world-university-rankings/ulsan-national-institute-science-and-technology-unist
201–250,"United Arab Emirates University
United Arab Emirates",56.4–58.6,28.7,38.1,91.8,86.5,87.3,https://www.timeshighereducation.com/world-university-rankings/united-arab-emirates-university
201–250,"Université Libre de Bruxelles
Belgium",56.4–58.6,36.7,44.8,81.3,68.3,86.9,https://www.timeshighereducation.com/world-university-rankings/universite-libre-de-bruxelles
201–250,"Universiti Teknologi Petronas
Malaysia",56.4–58.6,41.6,40.3,82.4,94.5,78.9,https://www.timeshighereducation.com/world-university-rankings/universiti-teknologi-petronas
201–250,"University College Dublin
Ireland",56.4–58.6,35.5,41.7,84.0,74.9,89.4,https://www.timeshighereducation.com/world-university-rankings/university-college-dublin
201–250,"University of Aberdeen
United Kingdom",56.4–58.6,38.0,34.8,82.3,79.6,96.4,https://www.timeshighereducation.com/world-university-rankings/university-aberdeen
201–250,"University of Erlangen-Nuremberg
Germany",56.4–58.6,41.7,46.5,78.6,100.0,64.2,https://www.timeshighereducation.com/world-university-rankings/university-erlangen-nuremberg
201–250,"University of Gothenburg
Sweden",56.4–58.6,34.8,43.2,91.1,78.8,62.7,https://www.timeshighereducation.com/world-university-rankings/university-gothenburg
201–250,"University of Illinois Chicago
United States",56.4–58.6,50.1,35.2,80.1,76.1,57.5,https://www.timeshighereducation.com/world-university-rankings/university-illinois-chicago
201–250,"University of Malaya
Malaysia",56.4–58.6,47.8,38.8,72.8,65.2,91.4,https://www.timeshighereducation.com/world-university-rankings/university-malaya
201–250,"University of Mannheim
Germany",56.4–58.6,37.0,44.5,85.5,88.2,71.1,https://www.timeshighereducation.com/world-university-rankings/university-mannheim
201–250,"University of Miami
United States",56.4–58.6,47.3,35.5,83.8,83.3,61.6,https://www.timeshighereducation.com/world-university-rankings/university-miami
201–250,"University of Padua
Italy",56.4–58.6,46.4,41.0,80.0,78.9,53.2,https://www.timeshighereducation.com/world-university-rankings/university-padua
201–250,"University of Potsdam
Germany",56.4–58.6,37.9,44.3,81.7,92.4,66.4,https://www.timeshighereducation.com/world-university-rankings/university-potsdam
201–250,"University of Reading
United Kingdom",56.4–58.6,41.7,38.1,85.2,66.9,94.2,https://www.timeshighereducation.com/world-university-rankings/university-reading
201–250,"University of São Paulo
Brazil",56.4–58.6,61.6,55.6,53.9,96.6,43.4,https://www.timeshighereducation.com/world-university-rankings/university-sao-paulo
201–250,"University of Surrey
United Kingdom",56.4–58.6,36.3,34.4,89.5,71.6,96.0,https://www.timeshighereducation.com/world-university-rankings/university-surrey
201–250,"University of Sussex
United Kingdom",56.4–58.6,34.3,36.0,88.9,64.8,94.8,https://www.timeshighereducation.com/world-university-rankings/university-sussex
201–250,"University of Utah
United States",56.4–58.6,43.4,39.2,86.5,91.4,41.7,https://www.timeshighereducation.com/world-university-rankings/university-utah
201–250,"University of Wollongong
Australia",56.4–58.6,34.3,36.6,85.4,89.8,93.4,https://www.timeshighereducation.com/world-university-rankings/university-wollongong
201–250,"Vrije Universiteit Brussel
Belgium",56.4–58.6,37.8,42.5,80.4,93.6,76.6,https://www.timeshighereducation.com/world-university-rankings/vrije-universiteit-brussel
201–250,"Western University
Canada",56.4–58.6,39.9,42.6,77.5,99.8,86.9,https://www.timeshighereducation.com/world-university-rankings/western-university
201–250,"Xi’an Jiaotong University
China",56.4–58.6,45.1,49.4,75.9,100.0,38.2,https://www.timeshighereducation.com/world-university-rankings/xian-jiaotong-university
251–300,"Aalborg University
Denmark",54.3–56.3,33.6,44.9,80.6,88.0,72.4,https://www.timeshighereducation.com/world-university-rankings/aalborg-university
251–300,"Beihang University
China",54.3–56.3,47.8,46.5,73.8,100.0,34.7,https://www.timeshighereducation.com/world-university-rankings/beihang-university
251–300,"Boston College
United States",54.3–56.3,45.8,33.1,84.0,60.0,59.4,https://www.timeshighereducation.com/world-university-rankings/boston-college
251–300,"Central European University
Austria",54.3–56.3,50.0,34.4,76.3,28.3,92.6,https://www.timeshighereducation.com/world-university-rankings/central-european-university
251–300,"Central South University
China",54.3–56.3,39.1,42.6,80.3,99.7,31.4,https://www.timeshighereducation.com/world-university-rankings/central-south-university
251–300,"Curtin University
Australia",54.3–56.3,28.5,34.2,87.5,80.4,95.1,https://www.timeshighereducation.com/world-university-rankings/curtin-university
251–300,"East China Normal University
China",54.3–56.3,43.1,36.5,79.5,90.6,55.3,https://www.timeshighereducation.com/world-university-rankings/east-china-normal-university
251–300,"Griffith University
Australia",54.3–56.3,30.5,37.3,83.7,80.8,87.2,https://www.timeshighereducation.com/world-university-rankings/griffith-university
251–300,"Hanyang University
South Korea",54.3–56.3,45.9,41.5,65.5,99.6,69.2,https://www.timeshighereducation.com/world-university-rankings/hanyang-university
251–300,"Hebrew University of Jerusalem
Israel",54.3–56.3,48.1,47.2,72.6,77.3,43.1,https://www.timeshighereducation.com/world-university-rankings/hebrew-university-jerusalem
251–300,"Heinrich Heine University Düsseldorf
Germany",54.3–56.3,36.2,34.3,84.3,83.9,67.2,https://www.timeshighereducation.com/world-university-rankings/heinrich-heine-university-dusseldorf
251–300,"Humanitas University
Italy",54.3–56.3,36.6,29.0,98.5,64.0,64.0,https://www.timeshighereducation.com/world-university-rankings/humanitas-university
251–300,"Hunan University
China",54.3–56.3,36.6,34.6,90.9,96.5,31.7,https://www.timeshighereducation.com/world-university-rankings/hunan-university
251–300,"King Khalid University
Saudi Arabia",54.3–56.3,41.2,31.6,80.0,58.4,88.2,https://www.timeshighereducation.com/world-university-rankings/king-khalid-university
251–300,"King Saud University
Saudi Arabia",54.3–56.3,38.2,33.8,82.7,89.1,84.0,https://www.timeshighereducation.com/world-university-rankings/king-saud-university
251–300,"Kyung Hee University
South Korea",54.3–56.3,41.2,40.3,76.5,99.9,72.5,https://www.timeshighereducation.com/world-university-rankings/kyung-hee-university
251–300,"La Trobe University
Australia",54.3–56.3,29.5,36.8,88.9,79.0,88.7,https://www.timeshighereducation.com/world-university-rankings/la-trobe-university
251–300,"Lebanese American University
Lebanon",54.3–56.3,36.8,32.5,93.7,32.0,80.8,https://www.timeshighereducation.com/world-university-rankings/lebanese-american-university
251–300,"LUT University
Finland",54.3–56.3,31.6,35.3,87.9,75.4,71.0,https://www.timeshighereducation.com/world-university-rankings/lut-university
251–300,"Macau University of Science and Technology
Macao",54.3–56.3,34.2,38.8,81.1,84.6,93.2,https://www.timeshighereducation.com/world-university-rankings/macau-university-science-and-technology
251–300,"Nankai University
China",54.3–56.3,45.4,33.9,87.6,80.6,47.9,https://www.timeshighereducation.com/world-university-rankings/nankai-university
251–300,"Northwestern Polytechnical University
China",54.3–56.3,41.0,42.4,78.6,99.7,47.6,https://www.timeshighereducation.com/world-university-rankings/northwestern-polytechnical-university
251–300,"RCSI University of Medicine and Health Sciences
Ireland",54.3–56.3,32.2,37.0,82.1,78.5,91.4,https://www.timeshighereducation.com/world-university-rankings/rcsi-university-medicine-and-health-sciences
251–300,"RMIT University
Australia",54.3–56.3,35.2,36.2,82.5,78.2,93.1,https://www.timeshighereducation.com/world-university-rankings/rmit-university
251–300,"Ruhr University Bochum
Germany",54.3–56.3,39.9,46.1,72.6,98.9,63.7,https://www.timeshighereducation.com/world-university-rankings/ruhr-university-bochum
