Name,Arts and Humanities,Business and Economics,Computer Science,Education Studies,Engineering,Law,Life Sciences,Medical and Health,Physical Sciences,Psychology,Social Sciences
National Transport University,"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,,,Psychology,Communication and Media Studies
National University Odessa Law Academy,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,Electrical and Electronic Engineering,Law,,,,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
National University of Education (UNAE),,,,Education,,,,,,,
National University of Food Technologies,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering",,"Biological Sciences, Sport Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Sociology"
National University of Loja,"Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Veterinary Science","Medicine and Dentistry, Other Health","Geology, Environmental, Earth and Marine Sciences",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
National University of Modern Languages (NUML),"Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,Electrical and Electronic Engineering,,,,Mathematics and Statistics,Psychology,"Communication and Media Studies, Politics and International Studies"
National University of Pharmacy,,,,,,,,Other Health,,,
National University of Science and Technology (Iraq),,"Accounting and Finance, Business and Management",Computer Science,Education,General Engineering,,,"Medicine and Dentistry, Other Health",,,
National University of Science and Technology (NUST),Architecture,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Politics and International Studies"
"National University of Science and Technology, Oman",,,,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",,,"Medicine and Dentistry, Other Health","Geology, Environmental, Earth and Marine Sciences",,
National University of Technology,,,Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,,,
National University Philippines,Architecture,"Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering",,,"Medicine and Dentistry, Other Health",,Psychology,Communication and Media Studies
National University “Yuri Kondratyuk Poltava Polytechnic”,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Biological Sciences, Sport Science",Other Health,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",Psychology,"Communication and Media Studies, Politics and International Studies"
Navoi State University,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",Economics and Econometrics,Computer Science,Education,,Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Sociology"
Navoi State University of Mining and Technologies,,"Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Agriculture and Forestry,,,,
New Model Institute for Technology and Engineering (NMITE),,,,,"Civil Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,,,
Niigata University of Health and Welfare,,Business and Management,Computer Science,Education,,,"Biological Sciences, Sport Science",Other Health,,Psychology,Sociology
Ninevah University,,Business and Management,Computer Science,,Electrical and Electronic Engineering,Law,,"Medicine and Dentistry, Other Health",,,
North Borneo University College,"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,Education,General Engineering,,Agriculture and Forestry,,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",,"Communication and Media Studies, Geography"
Northern University,"Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,Education,,,Biological Sciences,Other Health,Mathematics and Statistics,,Communication and Media Studies
Norwich University of the Arts,"Architecture, Art, Performing Art and Design",Business and Management,Computer Science,,,,,,,,
Notre Dame of Dadiangas University,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management",,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering",,Biological Sciences,,Mathematics and Statistics,Psychology,Communication and Media Studies
NSBM Green University,"Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,Other Health,,Psychology,Communication and Media Studies
Nueva Ecija University of Science and Technology (NEUST),"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Nueva Vizcaya State University,"Languages, Literature and Linguistics",Business and Management,Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Veterinary Science",,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",,Sociology
Nukus Innovation Institute,"Archaeology, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,Sport Science,,"Mathematics and Statistics, Physics and Astronomy",Psychology,
Nusa Putra University,,"Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",Law,,,,,
Odesa National Maritime University,,"Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, General Engineering",Law,,,,Psychology,Communication and Media Studies
Odesa Polytechnic National University,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Sport Science,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Oguz Han Engineering and Technology University of Turkmenistan,"History, Philosophy and Theology, Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering",Law,"Biological Sciences, Sport Science",,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Politics and International Studies, Sociology"
Oman Dental College,,,,,,,,Medicine and Dentistry,,,
O.M. Beketov National University of Urban Economy in Kharkiv,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,"Geology, Environmental, Earth and Marine Sciences",Psychology,Sociology
Oran Graduate School of Economics,,"Accounting and Finance, Economics and Econometrics",,,,,,,,,
ORT Uruguay University,"Architecture, Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,Electrical and Electronic Engineering,,Biological Sciences,,,,"Communication and Media Studies, Politics and International Studies"
Ostrogradsky National University of Kremenchuk,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering",Law,"Biological Sciences, Sport Science",Other Health,"Chemistry, Mathematics and Statistics",Psychology,Communication and Media Studies
Otemon Gakuin University,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,Education,,Law,,Other Health,,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Palestine Ahliya University,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering",Law,,Other Health,,,Communication and Media Studies
Palestine Polytechnic University,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,Sociology
Palestine Technical University – Kadoorie,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Sociology"
Pangasinan State University,"Architecture, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,"Chemistry, Mathematics and Statistics",,"Communication and Media Studies, Politics and International Studies, Sociology"
Panteion University of Social and Political Sciences,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,Education,,Law,,,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Panthéon-Assas University (Paris 2),,"Business and Management, Economics and Econometrics",Computer Science,,,Law,,,,,"Communication and Media Studies, Politics and International Studies"
Parahyangan Catholic University,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",Law,Agriculture and Forestry,Medicine and Dentistry,"Mathematics and Statistics, Physics and Astronomy",,"Politics and International Studies, Sociology"
Parul University,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Pavlo Tychyna Uman State Pedagogical University,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",Business and Management,Computer Science,Education,Electrical and Electronic Engineering,,"Biological Sciences, Sport Science",,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Sociology"
Peoples University of Medical & Health Sciences for Women - Shaheed Benazirabad,,,,,,,,"Medicine and Dentistry, Other Health",,,
Petra Christian University,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",,,Medicine and Dentistry,,,Communication and Media Studies
Petroleum Higher School,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,Sociology
Petroleum University of Technology,,Accounting and Finance,,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,,,
Pharos University,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,"Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics",,"Communication and Media Studies, Geography, Sociology"
Philadelphia University (Jordan),"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,Other Health,Mathematics and Statistics,Psychology,Sociology
Piri Reis University,,"Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,,,,
Plymouth Marjon University,"Languages, Literature and Linguistics",Business and Management,,Education,,,Sport Science,"Medicine and Dentistry, Other Health",,Psychology,Communication and Media Studies
Polissia National University,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Agriculture and Forestry,,"Geology, Environmental, Earth and Marine Sciences",Psychology,Politics and International Studies
Polis University,"Architecture, Art, Performing Art and Design",Business and Management,Computer Science,,Civil Engineering,,,,"Geology, Environmental, Earth and Marine Sciences",,Politics and International Studies
Poltava State Medical University,,,,,,,,"Medicine and Dentistry, Other Health",,,
Poltava V.G. Korolenko National Pedagogical University (PNPU),"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,Education,,,Biological Sciences,,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography"
Polytechnic of Guarda,"Art, Performing Art and Design","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Mechanical and Aerospace Engineering",,Sport Science,Other Health,,,"Communication and Media Studies, Sociology"
Polytechnic University of the Philippines,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Pontificia Universidad Católica Madre y Maestra (PUCMM),"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Agriculture and Forestry,"Medicine and Dentistry, Other Health",,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Positivo University,"Architecture, Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health",Mathematics and Statistics,Psychology,"Communication and Media Studies, Politics and International Studies"
PSB University Cambodia,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,General Engineering,Law,Agriculture and Forestry,,Mathematics and Statistics,Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
PUC-Campinas,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Qaiwan International University,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,General Engineering,,,"Medicine and Dentistry, Other Health",,,"Communication and Media Studies, Politics and International Studies"
"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)","Architecture, Languages, Literature and Linguistics",,Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Agriculture and Forestry,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,
Queen Margaret University,"Art, Performing Art and Design",Business and Management,,,,,Biological Sciences,Other Health,,Psychology,"Communication and Media Studies, Sociology"
Queensland University,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science",Medicine and Dentistry,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Quezon City University,,"Accounting and Finance, Business and Management",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering",,,,,,
Q University,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,,Law,,,,Psychology,Communication and Media Studies
Raden Mas Said State Islamic University Surakarta,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,"Agriculture and Forestry, Biological Sciences",,Mathematics and Statistics,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Rajamangala University of Technology Krungthep,"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,Other Health,"Chemistry, Physics and Astronomy",,Communication and Media Studies
Rajamangala University of Technology Phra Nakhon,"Architecture, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Politics and International Studies"
Rajamangala University of Technology Suvarnabhumi,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Veterinary Science",Other Health,,,Communication and Media Studies
Rajarata University of Sri Lanka,"Archaeology, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,,Electrical and Electronic Engineering,,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Sociology"
RAK Medical and Health Sciences University,,,,,,,Biological Sciences,"Medicine and Dentistry, Other Health",,,
Rawalpindi Medical University,,,,Education,,,,"Medicine and Dentistry, Other Health",,,
Redeemer’s University,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Riara University,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,,Law,,,,,"Communication and Media Studies, Politics and International Studies"
Ritsumeikan Asia Pacific University (APU),,"Accounting and Finance, Business and Management",,,,,,,,,"Communication and Media Studies, Politics and International Studies, Sociology"
Rivers State University,Architecture,"Accounting and Finance, Business and Management",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering",Law,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Roi Et Rajabhat University,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,,Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science",Other Health,"Chemistry, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Politics and International Studies, Sociology"
Rome Business School,,"Accounting and Finance, Business and Management",,,,,,,,,
Rose Bruford College,"Art, Performing Art and Design",,,,,,,,,,
Royal Academy of Dramatic Art (RADA),"Art, Performing Art and Design",,,,,,,,,,
Royal Academy of Music,"Art, Performing Art and Design",,,,,,,,,,
Royal Agricultural University,Archaeology,Business and Management,,,,,"Agriculture and Forestry, Biological Sciences, Veterinary Science",,,,
"Royal Central School of Speech and Drama, University of London","Art, Performing Art and Design",,,,,,,,,,
Royal College of Art,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",,,,General Engineering,,,,,,"Communication and Media Studies, Sociology"
Royal College of Music,"Art, Performing Art and Design",,,,,,,,,,
Royal Conservatoire of Scotland,"Art, Performing Art and Design",,,Education,,,,,,,
Royal Northern College of Music,"Art, Performing Art and Design",,,,,,,,,,
Royal University for Women (RUW),"Architecture, Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,General Engineering,Law,,,,,Communication and Media Studies
Rudny Industrial University,"Art, Performing Art and Design","Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,"Geology, Environmental, Earth and Marine Sciences",,
Sabratha University,"Architecture, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,Medicine and Dentistry,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,Politics and International Studies
SAGE University Indore,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences",,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,Communication and Media Studies
Saint Louis University (Philippines),"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,"Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Sakon Nakhon Rajabhat University,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Veterinary Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Politics and International Studies, Sociology"
Samarkand Institute of Economics and Service (SamISI),"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Samarkand State Institute of Architecture and Construction,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Biological Sciences, Sport Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Sociology"
Samarkand State Institute of Foreign Languages,"Languages, Literature and Linguistics",,Computer Science,Education,,,,,,,Communication and Media Studies
Samarkand State Medical University,,Business and Management,,Education,Chemical Engineering,,"Biological Sciences, Sport Science","Medicine and Dentistry, Other Health",,,
Samarkand State University,"Archaeology, Architecture, History, Philosophy and Theology, Languages, Literature and Linguistics",Business and Management,Computer Science,Education,General Engineering,Law,"Agriculture and Forestry, Biological Sciences, Sport Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Samsun University,"Architecture, History, Philosophy and Theology, Languages, Literature and Linguistics",Accounting and Finance,Computer Science,,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,Medicine and Dentistry,,Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Sanko University,,,,,,,,"Medicine and Dentistry, Other Health",,,
Santosh Deemed to be University,,,,Education,,,Biological Sciences,"Medicine and Dentistry, Other Health",,,
Sarsen Amanzholov East Kazakhstan University,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,Chemical Engineering,Law,"Agriculture and Forestry, Biological Sciences",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies"
Satya Wacana Christian University,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,Electrical and Electronic Engineering,Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Sawa University,,,,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,"Medicine and Dentistry, Other Health",,,
SBS Swiss Business School,,Business and Management,,,,,,,,,
School of Higher Commercial Studies (EHEC Algiers),,"Accounting and Finance, Business and Management",,,,,,,,,
SDU University,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,,,Mathematics and Statistics,Psychology,"Communication and Media Studies, Politics and International Studies"
